text,binary,multiclass,id
"#USER# #USER# #USER# They have such dead eyes, I'm hopeful there are NOT millions of people like this.

Plus there are hundreds of thousands of children they could adopt RIGHT NOW. This dumb picture is just virtue signaling.",Hope,Unrealistic Hope,1497
"#USER# Sweet! I might have to ask about some physics/acoustics projects sometime. It’s so cool that your desire led you to learn on your own. My primary instrument is trumpet, but also play horn, direct ensembles, and compose.",Not Hope,Not Hope,2088
#USER# Lol 💁🏿‍♂️go support millwall? Imagine arguing about a woman with you're own fans and then mentioning a club you aspire to be,Hope,Generalized Hope,5614
"#USER# #USER# #USER# If you’re going to quote the Bible, don’t take verses out of context and cherry pick to fit your agenda. The verse prior gives us context. Jesus was telling us don’t be like the people that pray in public to get attention, but as a contrast pray in private. Read Matthew 6:5",Not Hope,Not Hope,7856
Russian strike on shopping centre a war crime - G7 #URL# via #USER# dont expect a lot from the G7  america has ducked out of the last three wars after vietnam they are useless unless you have something they want !!as is the same of the G7 countrys !!!,Not Hope,Not Hope,7810
"Full story today can be found here: #LosAngeles Developer Convicted In City Council Bribery Scheme #URL# 

Lee’s defense team plans to appeal, and has also filed a motion for an acquittal as to the honest services wire fraud count on Friday",Not Hope,Not Hope,4380
"Fans can expect more from Noah Thompson in the future. When asked about more songs and his album, he says, “It won’t be that long from now.”

https://t.co/YwaujeWMb4",Hope,Generalized Hope,4178
"I lean so much more towards the masc side of the gender spectrum(?) and im expected to be this perfect daughter, the other day i was watching a music video with my partner and i was focusing on the guys voice just wishing and hoping that i could somehow have a deep voice",Hope,Realistic Hope,1701
#USER# YES YES YES THIS IS EXACTLY WHAT I WAS HOPING AND WAITING FOR!!!!! THE WAIT WAS WORTH IT OMG,Not Hope,Not Hope,5761
#USER# Wish it wasn't brief. At least the days get shorter with each passing day,Hope,Generalized Hope,4216
"Idk What It Means #USER# 
My Fingers Are Just Crossed  &amp; I Am Hopeful 

#RohitSharma #Hitman #INDvsENG #URL#",Hope,Generalized Hope,5451
"#USER# I don't believe Muslims and Jewish abort for birth control 

Almost all countries but China and eururope ban abortions. #USER# fled to Bahamas this weekend in protest ...  they do not know that abortions are completely banned in Bshamas 

Real smart",Not Hope,Not Hope,6100
"If I can’t expect it, it could hurt me. Even if not, it's better to see first. There’s always something dangerous.",Hope,Generalized Hope,6275
"God!"" But I replied to reply for heart's desire; One after night with a sunless sea.",Hope,Generalized Hope,2543
"#USER# Don’t forget his wife was in on organizing an insurrection, and was using her influence on him. That may have something to do with it. No-one is gonna believe your tweet. Nice try",Not Hope,Not Hope,1217
"#USER# I don’t know what kind of relevant testimony Hope Hicks could provide bc she had already left the WH. Could be Pence, or Meadows. Some speculate Ali Alexander.",Not Hope,Not Hope,2985
#USER# I think she truly regrets her post. What a terrible mistake on her part. I hope she really repents and get another job.,Hope,Generalized Hope,1162
"#USER# ... absurd publishing system, feudal hierarchies etc. etc.), I'm not very hopeful, unfortunately... We would need quick changes, but I don't see them coming. 2/2",Not Hope,Not Hope,1846
#USER# Exactly. The main character is gay. What did they expect. Make it make sense ppl. 🤦🏽‍♀️,Not Hope,Not Hope,600
"Arthur, no, you WISH you were a lady's man, you are, as Merlin so eloquently put it, a ""royal prat""",Not Hope,Not Hope,8020
"#USER# Everyone must stay the course. Never, ever surrender, even in your mind. The life you yearn for is far away right now but it’s still there. Fight like your life depends on it. DO. NOT. LOSE. FAITH.",Not Hope,Not Hope,3023
#USER# #USER# Reminder that #USER# has spent her LIFE doing all of the above and not subjected to such conditions. Never did she pray for ppl or ask her followers NOT to post nasty memes about officials as Tamara did. #URL#  /2 #URL#,Not Hope,Not Hope,2649
choose a number 1-787 and i’ll give you a song out of my ‘liked’ songs on spotify except it may take a while for me to give you one because i can’t count 👍,Not Hope,Not Hope,4663
#USER# #USER# at this point keep expectations low even though at this point youd hope theres actual information,Hope,Generalized Hope,5794
"When you come to us for your healthcare, you get experience you can count on. Our team has more than 40 years of combined experience. #cornelia #corneliaGA #URL# #URL#",Not Hope,Not Hope,6089
"#USER# #USER# Hello #USER# I think the view count on KARD ""RING THE ALARM"" M/V has stopped for some hours. Please take action to ensure that the number of missing views can be returned as soon as possible. Thank you.",Not Hope,Not Hope,7191
"I plan on streaming tonight, but I slept about 3 hours total last night. Imma take a nap. Hoping it's short but I'll be live once I'm up. See ya soon 👍",Hope,Generalized Hope,2914
"The green light flashes, the flags go up
Churning and burning, they yearn for the cup",Not Hope,Not Hope,5021
my friend is about to stab me w a needle pray for me (we're doing sticknpoke),Hope,Unrealistic Hope,3166
#USER# its so funny i wish people would not go but it is so funny that people will,Hope,Unrealistic Hope,7506
"#USER# Feel the pain of these daily sewage labours. Poor labours lost their shelters, food and self security as Imran Khan ousted 😢.

InshaAllah Imran Khan will return as prime minister of Pakistan. #URL#",Hope,Generalized Hope,2416
Andy Vermaut shares:Serena returns to Wimbledon hoping to banish ghosts of 2021 #URL# Thank you. #URL#,Hope,Unrealistic Hope,7291
#USER# *the hidden figure zeemed to be watching. but hoping beanz wouldnt zee them. yet. *,Hope,Realistic Hope,1172
"#URL# above for tickets for the All Ireland Minor Hurling final.
Game is Sunday 3rd July at 1.30pm in Nowlan Park Kilkenny.
Hoping a huge #USER# turn up to support our young minor hurling team. #URL#",Hope,Generalized Hope,4165
"May I be an isle for those who yearn for landfall,
And a lamp for those who long for light;
For those who need a resting place, a bed;
For all who need a servant, may I be their slave.",Not Hope,Not Hope,6252
"#USER# #USER# Yes, Gabbard goes against the grain of what we aspire for in a democratic world.",Hope,Generalized Hope,2951
"I truly love and adore and live for a woman’s strength. I yearn for it daily , I take real pride in providing you with reassurance and protecting you. This one battle i don’t know how to protect you from , and it pisses me off. I don’t know what to do",Hope,Generalized Hope,1306
"#USER# Hello! Thanks for all your information, it's so helpful! When do you anticipate Saturday tickets going onto the website?",Hope,Generalized Hope,7543
#USER# If you say you’ll pray for them then you are the worst kind of fool.,Not Hope,Not Hope,6217
"A fair number of those women (white) are brainwashed, so don’t count on it. #URL#",Not Hope,Not Hope,3901
#USER# #USER# #USER# My roommate just left.. I'm free again lol.. But that's awesome to hear.. I wish I had the money to help more.. I do what I can though,Hope,Generalized Hope,4853
"#USER# #USER# You do realize that 100s of 1000s showed up to protest peacefully? You know that right?
Was it fair their actions count as insurrection while ANTIFA, just this weekend, used a flame thrower on LE?
Where are on that issue?
I keep asking you questions, you don’t like answering.",Not Hope,Not Hope,7870
"#USER# Or you know.. check in online (domestic flight) and security is still a bottleneck to get people through... 

That’s something you do have control over / ability to anticipate though ?",Not Hope,Not Hope,2805
#USER# #USER# #USER# Well hope that that certainly does not happen but you probably can count on Susan Liz and Romney,Hope,Generalized Hope,6718
#USER# thank! it's actually on Tuesday but I anticipate being too fried to do anything for myself in the middle of the week lmao,Not Hope,Not Hope,700
"#USER# For sure.  I'm honestly ok with that.  My wallet needs a rest this summer!  I'm really hoping we see Portal/Portal 2, and REALLY hoping we see Square use the Quintet licenses again.  Actraiser was so much fun, honestly.",Hope,Realistic Hope,3332
#USER# #USER# #USER# The catholic church at this point is its own religion. People can believe in God and not be psychopaths like you,Not Hope,Not Hope,4256
"#USER# Believe me, I won’t forget!  Because his choice for appointee can’t even apply the law equally as head of our justice department…or “justice league” that he has turned it into!!",Not Hope,Not Hope,6218
#USER# #USER# I’m hoping for something similar to Zelda Wind Waker HD and Twilight Princess HD where the visuals and frame rate get a boost long side with some QOL improvements.,Hope,Realistic Hope,3626
Hoping to get on the brown a lot more after I move to the part of the city with a lot of bars,Not Hope,Not Hope,350
#USER# #USER# #USER# No one forced the kids to pray they did it on her own free will so get it straight they have the right to pray,Not Hope,Not Hope,622
#USER# Why would anyone expect for a woman not in a relationship with/ not living in the house with a man to take care of multiple children that aren’t hers?,Not Hope,Not Hope,7619
"There’s no reason to be upset ppl didn’t bring children, They all came together to show their support for the person they love, I do also wish there was more children but I’m not gonna shit talk the people at the event. For the people that went I do hope you enjoyed yourself 🧡",Hope,Generalized Hope,3218
"Hi #USER# San Fran hoping to hear #YetToCome #USER# on your station today
Thank you very much for spreading the ""yet to come""",Hope,Realistic Hope,3616
"#USER# Looks like they'll be streaming this one too, though it looks like a bit after the day. Kaichou made a tweet about it. ☺️

I'm hoping it'll be an awesome show, and really I'll try to channel the spirit of the fans and give the band my all on the day. 😆🤘

https://t.co/C1fn6i78GM",Hope,Generalized Hope,3654
"⭐     ⭐     ⭐     ⭐     ⭐
Kindle Book for Romance Lovers Only 99¢
⭐     ⭐     ⭐     ⭐     ⭐
The Deceiver: Exhilarating Romance, Adventure &amp; Desire! 
⭐     ⭐     ⭐     ⭐     ⭐
https://t.co/RRtXm6LHKf

⭐     ⭐     ⭐     ⭐     ⭐

@Jerreece #URL#",Not Hope,Not Hope,5694
"#USER# Oouu. That would be nice. A change of scenery, a period I can actually anticipate.",Hope,Generalized Hope,3966
"Shino: Yeah. So what will you bake me, Sage?

Akira: Mgh... Eh....?

Shino: Well, you don’t expect to eat these berries for free, right?

Akira: Eh!? Uh, umm....",Not Hope,Not Hope,7036
"#USER# Hope Harbor series brings me hopeful comfort. Reading Sea Rose Lane felt like joining my best friend in Hope Harbor for a weekend of conversation, fudge cake (shout out to sweet character Eleanor), and rejuvenation.

Use my affiliate link:

https://t.co/BFDzQVREhP",Hope,Generalized Hope,5965
"#USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# Of course you are

Can always count on you",Hope,Generalized Hope,3970
#USER# Gelbooru comes in clutches when you get beat by your stepfather. I yearn women,Not Hope,Not Hope,3273
I feel like philanthropy favors a low vibrating narrative. You have to talk about the wrongs and evils of the world to get funding. I think we can do better. I think we can tell high vibrating stories and attract the outcomes we desire.,Not Hope,Not Hope,3029
#USER# Can imagine those dimples smiles …his greatest love fulfilling his greatest wish and happiness … I will 🙏🏻 for you always BinJin ang your little one🥹🥹🥹,Hope,Generalized Hope,3082
if this shit goes to overtime im finding a tall building and i fear you can anticipate my next move after that,Hope,Realistic Hope,7470
"“High-Functioning” and “Yale Will Not Save You” were fantastic back-to-back. the urge to cling to the markers that designate one a hopeful case, meanwhile navigating hoops designed to keep mentally ill students from graduating. Must be very hard especially at onset.",Not Hope,Not Hope,5655
"#USER# Yeah, they've got Perrion Winfrey now and Isaiah Thomas. I hope like heck for the best for them. I'm sorry they had to go to the browns. But I hope they do great.",Hope,Generalized Hope,572
#USER# #USER# We can hope to be as impactful as a google doc one day,Hope,Unrealistic Hope,1895
"#USER# #USER# That's what I was implying, a general strike needs organization, you can't just call for one on Twitter and expect it to happen, I see people do that all the time and it doesn't ever work and I'm not surprised ever when it doesn't.",Not Hope,Not Hope,6415
"I see a lot of people who wish you a speedy recovery, from the people in the industry who are you close with, from the brand who truly cares about your well being, from the medias, from your besties outside showbiz and from fans. You're loved #USER#",Hope,Generalized Hope,4813
#USER# Giving is about obedience but Tithing isn’t the NT model. Giving what you purpose in your heart is. Read 2 Corinthians 8-9 over and over tonight. Pray the Spirit illuminates &amp; set you free from burdens of bad/misguided teaching.,Not Hope,Not Hope,5599
"“It’s actually hard to convince people that Caroline Ouellette is a HHOFer” is like saying “You’re really going to have to talk me into Sidney Crosby’s case.”

If you count their peers on two hands, we can all rest easy that they’re HHOFers.",Not Hope,Not Hope,5777
#USER# WAAAAA That's so cool!! C: I hope you can post pictures later~ and oh no! That's no good ;; I wish him luck in getting a new one!!,Hope,Generalized Hope,3390
#USER# #USER# #USER# #USER# Hmmm you no go house of Rep. Na senate 😄I wish success,Not Hope,Not Hope,6879
"They reached their goal. Don’t know if anyone here donated but if you did, thank you. I still can’t believe this happened. #URL#",Not Hope,Not Hope,2776
"Big things are coming soon!! 🤩

Are you ready for something NEW? 🥗💚 We are too!! 🙌 

You may have noticed some upgraded style to our account, and you can anticipate much much more! GET READY for BIG THINGS coming in early July! 😉✨

#biorawlife #radicallygood #URL#",Hope,Generalized Hope,2897
"Tell me, for whom do you sub? Hmph, how very glib. And do you believe in your dom? Your dom's authority is forged on falsehoods. Its degradation is built on deceit. And its punishments are an instrument of deception.",Not Hope,Not Hope,129
"""Hope is a good thing - maybe the best thing, and no good thing ever dies"" #StephenKing",Not Hope,Not Hope,3086
"#USER# #USER# #USER# you are a team killing cancer! You suck, I hope no one signs you ever again, the NBA is better without you",Hope,Generalized Hope,6170
#USER# No doubt!  Does anyone know what that does for our cao number this year?  Does his salary still count on our numbers?,Not Hope,Not Hope,1484
"Not Even 24 Hours!
Read my Posts yesterday regarding US announcement to send Long Range Missiles to Ukraine, that it is good PLAN but a bad Announcement that you just gave reason for Russia to use Long Range Missiles on Ukraine - expect more Ukrainian deaths. #URL#",Not Hope,Not Hope,5165
"#USER# #USER# You ka #USER# fir mur&amp;_€tad assad killed more than one million, are all of them all wahabis?!? He killed normal Muslims and you stand with him this why I wish that you go with him in he(# llfire and that you     su &amp;ffer with him inshallah",Hope,Unrealistic Hope,4893
"#USER# #USER# I just tweet it from time to time and pray #USER# beats her. We already have that worm Tom Cotton, isn’t that enough punishment?",Not Hope,Not Hope,846
Quick clip (without the background audio cause I’m still editing) of the video for the written review of #BlackAmericanPortraits at #USER# .. full video later today! Inshallah. #artabovereality #URL#,Not Hope,Not Hope,6846
#USER# #USER# #USER# #USER# I hope this club isn’t willing to lose a lot of incredible supporters and employees to side with a few powerful men over our community,Hope,Realistic Hope,1046
#USER# #USER# Ha!! I'm just hoping to be a beast like you at your age! 😂,Hope,Unrealistic Hope,4382
#USER# dang that cooler lexi is so cool i wish i could be as cool,Hope,Unrealistic Hope,549
Yall starting to get mad at everything you don’t agree with personally.  Yall mad at people who don’t have the desire to have children now?,Not Hope,Not Hope,2275
"#USER# WaAlaikumAssalaam
May Allah Almighty grant your father good health and a good life and may your father recover soon
INSHALLAH
AAMEEN",Hope,Generalized Hope,1806
"#USER# I'm a legit one, ain't a bot. I was hoping to chat further in dm or maybe discord?👀",Hope,Realistic Hope,648
"I cook pass some of these IG chefs.
Na just big kitchen, iPhone and Inshallah them use better pass me 🤣🤣",Not Hope,Not Hope,3339
#USER# Bro it’s nuts like how do u expect me not to have a car,Not Hope,Not Hope,4990
"#USER# I know very little about his politics. But exactly, I feel like his overall life and vibes is what half my mutuals aspire to.",Hope,Generalized Hope,5838
"#USER# #USER# #USER# When was the last time a vaccine was approved for use this fast? Any long term effects are years out, if any, I do hope not. I've worked through this hole 💩show and low and behold I'm still here. mRNA was being studied for other uses and failed. Good luck.",Hope,Unrealistic Hope,3649
"#USER# #USER# #USER# #USER# I am both a man of considerable life experience, abortion included and its aftermath and a trained human biologist. 

I understand plenty how the female body works. 

More so I expect than most inexperienced and less educated women.

How it feels to be female, is another matter.",Not Hope,Not Hope,1979
"URGENT: Currently, we’re in need of the following donated (new) items: 

•Toothpaste 
•Soap
•Shampoo
•Lotion
•Wipes

Visit #URL# for info on dropping off donations. Thanks for helping us anticipate every need! #URL#",Hope,Generalized Hope,7382
"#USER# CZNI 
PR being released Wednesday about new company merger, it's at .0001 with ~10B shares only way we lose is with a RS
We have hit .0003 in past few weeks but it got walked back, I expect it to run",Hope,Realistic Hope,3205
#USER# Same. Sharing them with a couple of sheep farmer friend on the island to let see what they could aspire to.,Hope,Generalized Hope,7975
#USER# I need my license. But seriously hoping the dude with the medical emergency is okay,Hope,Generalized Hope,4982
#USER# #USER# #USER# #USER# Those remaining team want start to Dey do rubbish oooo I want go pray and I will pray make their head set back to normal by Allah grace we are Winning this inshallah,Hope,Generalized Hope,2844
"Investigators at The Ohio State University are developing a #mathematicalmodel that could be used to anticipate the effects of new heart attack drugs. Their research, published in the Journal of Theoretical Biology, focuses on how…https://t.co/0c1UBkalFZ #URL#",Not Hope,Not Hope,938
"I pray for Jeanne Ashe hoping she is completely fine in every way and is not being harassed, hurt or suffering in any way. Please disregard this post if I've mentioned this before. Thanks.",Hope,Generalized Hope,4593
"#USER# #USER# Agreed. I really hope Houston isn’t going the Sam Hinkie way (tanking just to pile assets on top of assets). With that being said, if you offered me JG, KPJ, JC, Bari, Tari, and Sengun plus FOUR firsts for Harden, I’d take it in a heartbeat. So it’s safe to say, we won that trade",Hope,Realistic Hope,1330
"If you’re ever talking to someone who is in a position you aspire to be, ask them: what did you do wrong?

That answer is far more insightful than most other questions.",Not Hope,Not Hope,213
Ole Miss with 3 in the bottom of the 8th and a clean 9th from their closer &amp; Ole MIss wins the natty...one thing I did not anticipate going into all this is that the stadium is like 80% Ole Miss...pretty loud...,Not Hope,Not Hope,5010
"#USER# #trade mission concludes in London
U.S. representatives hopeful to build upon strong existing #ag trade relationship with the United Kingdom.
https://t.co/XPVdAzDVKA",Hope,Realistic Hope,3055
Hello #USER# to hear #YetToCome   #USER#  on your station today! many thanks in advance❤️,Hope,Generalized Hope,7173
this battle i be in every time man…i pray it brings sumn at the end,Hope,Generalized Hope,7339
Do you yearn more customers to suit your business from home;  check out this type of course of action #URL# #URL#,Hope,Generalized Hope,3907
"#USER# #USER# #USER# #USER# #USER# 3/4 
If I was to construct the maze with a plan in mind, then I cannot foresee how the mouse will chose, and I yet again can't construct the maze so I can influence the mouse choices to make my plan succeed.",Not Hope,Not Hope,3962
bruhs when the pit breaks up and all these pheromones are being released and pushed none are as memorable as the ones had after stevie nicks because oh my goodness she pushed and pulled and made so many people yearn for getting some good that night,Not Hope,Not Hope,4259
"#USER# #USER# #USER# #USER# 🤣🤣 If you aspire an idiot, there can only be one result!",Not Hope,Not Hope,4680
"I love this insight from #USER# on playing with “funky pace”

“When you’re guarding somebody who is super fast it might be hard to stay in front of them, but you can kind of anticipate them because they don’t vary their speeds much. It’s like a pitcher with only a fastball” #URL#",Not Hope,Not Hope,5620
i remember reading this book and it had said “an unfaithful man is an insecure man defining his manhood by degrading his relationship and himself” and i’ve never read something so true. i pray this man finds himself later on.,Hope,Realistic Hope,6564
#USER# #USER# I have faith. Guess im hopeful that 70% of signings are of O’Connor and cogs standard. Build a team not expensively acquired individuals on much bigger wages than rest of teamsheet. Salford have done it every year. Big names for level and big wages.. I have faith,Hope,Realistic Hope,1308
"He wear the national dress He proud to be on his Religion. He is a rear man. Talk to the deef persons and show the light to the .
( inshaAllah coming soon )
#عمران_خان_کھپے #URL#",Not Hope,Not Hope,1897
"#USER# Because in the short run, many many shortages appear to be caused by over population. And because we hate other people and wish they were dead. And competition.",Hope,Unrealistic Hope,4000
"#USER# May Allah bless you our hero❤️
You will be successful with Allah's kun InshaAllah ❤️🌼",Hope,Generalized Hope,4946
im sorry maybe its bc i dont feel a lot of desire to join fandom events so i dont relate but as someone who can at most write like 12k and usually just abt 1k bc the any 5k-12k have been flukes... i've just happily enjoying reading the big bang fics.. im like never gonna join,Not Hope,Not Hope,5416
"#USER# You got that right and just wait until they get around to the emancipation proclamation, you ready to re-live 1776 a time your republican colleagues yearn for when they say America was great, you ready for them shackles boys??? #USER# #USER#  and uncleCT",Not Hope,Not Hope,6411
Kandi is right though y’all ain’t reaching out to her but expect her to do all the damn reaching out. Everything is a two way street #RHOA,Not Hope,Not Hope,5783
"Sure hope they sleep well knowing that every baby, wanted or unwanted, healthy or unhealthy and everything in between, will be BORN but women will suffer and die. I'm sure they won't lose a wink of sleep.",Hope,Generalized Hope,6773
#USER# #USER# Guess you believe in the tooth fairy too. She said exactly what she meant to say.,Not Hope,Not Hope,8078
#USER# I swear if any teacher attempts to pray with my son in class I will come into the class and lead a Muslim prayer then a Jewish prayer then a Buddhist prayer and then satanic prayer. Not my religion,Not Hope,Not Hope,6343
"#USER# Thanks for the wish Peo-San!🌹It's okay if it take a long time to tell because you're still in a process to heal your throat right?😨Right now I'm on a vacation trip to Penang Island with my friends and we celebrated it there.🗿

I hope we can stay together until the end! 🙇🏻‍♂️🌹",Hope,Realistic Hope,757
#USER# #USER# #USER# #USER# I don’t know why you’re talking to me since I simply answered a question that had an erroneous assumption to it (that final count showed bush the winner) and you weren’t the questioner. I wasn’t weighing in on anything 🙄,Not Hope,Not Hope,7422
"#USER# Well if lower court judges try this, I would expect it to go right to SCOTUS and Based God Thomas will not only admonish these activist judges, but will probably recommend censure.
They’d literally be called to appear before the empaneled court to receive a beat down! #URL#",Not Hope,Not Hope,5092
"I imagine, anticipate every win before they happen to me. I don't know how to feign ignorance and not expect.

Is this a good or bad thing? I don't know. But I think of every possible outcome of everything.",Not Hope,Not Hope,3348
#USER# I truly wish I had something nice to say. I don’t. You and your govt have sabotaged what public school is in this province. It’s a disgrace. Don’t walk slowly across any cross walks is my tip.,Hope,Unrealistic Hope,7124
#USER# #USER# We would not have to give up 4 firsts. It would be a sign and trade,Not Hope,Not Hope,1939
"#USER# #USER# I don't expect to reasonably be able to use it as everyday currency, given its current trajectory, though.  I expect it to grow in exchange value, in fits and starts, then around 2040 at the latest either start obviously dying or make a major change to add practical utility.",Not Hope,Not Hope,4667
"If you've ever bought a home, is there anything you wish you knew when you were looking? Share your experience to help others in our community! #URL#",Not Hope,Not Hope,916
"#USER# Jr: I have a platform cause my daddy pays for everything and even though I hate my life and my old man, I’ll kiss his ass till the end of time hoping he won’t write me out of his will cause I lack any gumption",Not Hope,Not Hope,7913
"#USER# Pushed myself through the first season, hoping it would get better. Made it to the first episode of S2 and concluded it was not one of those shows that has a bad start. Idk how this show is on season 3 but I didn’t watch it all so I could be wrong",Hope,Generalized Hope,7029
"Resilient &amp; hopeful Eastern Prickly Pear blooms for you Chicago. This cactus is native to Chicagoland (you read that right), bears edible fruit &amp; is a source of food &amp; protection for wildlife. We hope their beautiful blooms bring a restorative moment to you today. #URL#",Hope,Generalized Hope,6050
"Noticed this week I've had some local folks unfollow me. In all cases, we had largely agreed on things, but I must've crossed lines at some point. I'm an awkward, imperfect oddball who is grateful for healthy debate &amp; don't understand people's desire for tight echo chambers.😥",Not Hope,Not Hope,4944
i wish we got to keep the lighning and the hard to explore areas bc there’s no fun there anymore ☹️☹️,Hope,Unrealistic Hope,6782
"#USER# #USER# Nah, the problem is we have some in the Trump cult believe in conspiracy theories or lied to for decades by Murdoch’s flame throwers on FOX. The truth is being revealed by the boat loads now and their make believe worlds aren’t sustainable. Viewers will be upset if they find out.",Not Hope,Not Hope,6420
I wish it was this easy it would be nice. A lot of people tell me just leave but it’s not like I can just leave much less in the current climate. But I’m hopeful…even if my irl experience has affected how I react to online toxic places. One day #URL#,Hope,Generalized Hope,5624
"#USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# Thank you, Miko. At least I know I can count on you ^-^",Hope,Generalized Hope,2590
"Lord can please just stop? Every single time there is someone who has the urge to 'protect' them. First what z said was a joke. Second, don't act like y'all don't anticipate some intimate scenes. Y'all sometime make a tweet joking about this but now y'all what to protect?",Not Hope,Not Hope,4138
"#USER# 🔷 .🙏🏽 #URL# mMm #Dream
https://t.co/Ze5kxYkGDW -Lily White
The Con (Evil) of America First
https://t.co/MHa6r1GkS3 #TheLargerNow
https://t.co/EHXSJE7UOl #Wonder
https://t.co/KCUxjkIvF7 #Discern
🤲🏽https://t.co/3wA9s1KoTz #Aspire
https://t.co/7CMyuX7sbR",Not Hope,Not Hope,8191
Only the strong survived. I yearn for those days when helicopter parents and torte law were unknown. The left brought lawfare and little remains. #URL#,Hope,Unrealistic Hope,5739
"Personally, I think if we were able to defeat/replace the ""Squad and"", retire Pelosi, and Schumer in Nov. it will be an EXCELLENT start to restoring this CONSTITUTIONAL REPUBLIC TO HER GLORY AGAIN! Did you know Chuckles is up for reelection in 2022? OMG...Let us pray!",Not Hope,Not Hope,7743
"Remember when our governments' digital performances made us feel hopeful, circa 2015? Now it's like they've mastered the skill after 7 years but at the expense of taking actions that would affect anyone's real life.",Hope,Generalized Hope,3468
"#USER# Appreciate that so much! 
Both him and his brother are diagnosed ADHD, so I'm hoping not only for them, but for so many others too. 
Stark said ""that's nice"" 😁",Hope,Generalized Hope,5354
"#USER# #USER# I should've been smart enough to just lay there when I feel in my mules. But no...I jumped up, hoping no-one saw me. That's when I fractured my ankle. #URL#",Hope,Unrealistic Hope,8076
"I feel so bad for this guy 😭😭😭 Inshallah we still get him we still need a CB like Kounde. Really disappointed if we miss out.

De Ligt Silva Kounde is a back line with potential, experience, balance and ability at the same time #URL#",Hope,Generalized Hope,1532
"I did not anticipate my Myanmar friends and my USA friends to both be talking about revolution like this. I'm here for it, I just didn't directly see it coming",Not Hope,Not Hope,2247
#USER# #USER# #USER# I would anticipate an announcement or lion update after the closing of the form,Not Hope,Not Hope,3418
"#USER# very much wish to run off into the woods somewhere and away from problems, just to create funny lil stone structures in the middle of nowhere

maybe this is just like what aliens building mysterious 
monoliths are thinking",Hope,Unrealistic Hope,1858
"😩😩
CP label did not anticipate Jungkook's selling power I think
Whatever... it is what it is at this point, there's nothing we can do about that 
I'm looking forward to receive the physical copies that I ordered 🥰
People, continue ordering if you have the means🔥 #URL#",Not Hope,Not Hope,7882
#USER# #USER# #USER# Lindsey it doesn’t matter why anyone prays or where they pray. ITS NONE OF YOUR BUSINESS!! Read the constitution ignorant fool! It doesn’t say separation of church and state.,Not Hope,Not Hope,4054
"Can't believe I forgot 
Breaking bad
Better call Saul
And the walking dead. 
Guess I figured those were just givens",Not Hope,Not Hope,8169
"#USER# Hi, I am trying to figure something out about RESTCONF and I was hoping you could answer a question for me.",Hope,Generalized Hope,6687
"""As far as your eyes can see""
See yourself attaining that height you have always aspire!
Set a goal...
Get to work..start working it out
Take that step now...
Don't procrastinate! Don't postpone it!",Not Hope,Not Hope,2488
"""The raise should be 100% considering they pay us for 20hr/wk and expect us to work 40""",Not Hope,Not Hope,1130
#USER# I hope she digs her ENTITLED ASS IN AND DOESN'T PAY AND BRINGS OUT HER TELL ALL BOOK AND GETS DONE AGAIN &amp; GETS  LOCKED UP 👊🏿,Hope,Generalized Hope,5182
#USER# staff advocated for outdoor pools. City staff cut the funding for outdoor pools. Question now is how &amp; why u elected staff overrode the elected Park Board desire to capital plan include pools asked by #USER#  No answer as to how or why staff did it #vanpoli,Not Hope,Not Hope,5552
#USER# I pray he has a loving personal visit from our precious Lord and Savior and seeks medical help or has supernatural healing to then witness to his change!,Hope,Realistic Hope,3855
"I simply cannot believe that we as a species have evolved over millions of years and survived numerous catastrophic events. All for it to come down to right here, right now. The release of Minions The Rise of Gru.",Not Hope,Not Hope,1448
"#USER# #USER# #USER# With genuine desire to learn; why do you feel it's a right and what justification do you subscribe to? I'm not looking for a ""gotchya"" moment nor am I going to condemn you for your beliefs. I'm curious as to how and when you came to this belief.",Not Hope,Not Hope,4122
"#USER# #USER# #USER# #USER# Does this count a player after 1 key « launched » or 1 key « ended » and then proceed to count as success or defeat based on timer ? However I was trying to say that I find more interested to know HOW MANY keys has been attempted vs other weeks, cuz playtime is more valuable",Not Hope,Not Hope,3425
#USER# thank you &lt;3 i will i was just hoping to properly participate for once lol but life sometimes has other plans lol. Next year ill try not be as shy n ask someone about the prompts early to get a head start! im loving seeing all the pictures so far though everyone is killing it💖,Hope,Generalized Hope,7764
"Last season we saw some amazing players breakout, but whose names will be next to shine?

From a second year wide receiver to a veteran tight end, I break down who I believe can have a breakout season in the 2022 NFL season in my latest #USER# article

https://t.co/D5DVzNPhCU",Not Hope,Not Hope,907
"DID YOU KNOW that if you have a 50 year investment horizon, you can anticipate experiencing 14 bear markets along the way, give or take?  If you could go back 50 years, would you invest in stocks, knowing the actual results?
#BearMarket #FinancialAdvisor",Hope,Realistic Hope,4466
