text,id,binary,multiclass
"God,  I love you, I am right here bestie. I hope you feel better soon or at most feel better by tomorrow. If there is anything you need I'm right here. &lt;3",3239,Hope,Generalized Hope
"Max,  I hope you’re eligible for HIP!! I know they were giving it out during COVID but i don’t know if they’re still doing it, worth a shot",5059,Hope,Generalized Hope
"Everyone, I have a degree in biochemistry and molecular biology and so my approach is science based which I believe God gave us science as he gifted us knowledge  and curiosity and the desire to understand everything around us.",426,Not Hope,Not Hope
"Dont anticipate so much about life, Take heed in the Lord's doing He has your life in His hands well planned and your destiny aligned. Look to Him &amp; Live.",737,Hope,Generalized Hope
I just really admire them so much idk. It makes me yearn to support them even more intensely. Like I feel so defensive over them as humans and creatives,3019,Hope,Generalized Hope
"Joe,  Just consider yourself a pop quiz for doctors.   But, seriously, I hope you can find some relief.",5912,Hope,Generalized Hope
"If you believe an individual or entity is violating FARA or has an obligation to register, please contact the FARA Unit: •By E-mail: fara.public.gov •By Phone: (202) 233-0776 / (202) 233-0777  #URL#",3537,Not Hope,Not Hope
"Everyone, Wish we could make their seats warmer, but it’s a while before they’re up for re-election.",2662,Hope,Unrealistic Hope
"John,  It's important to understand the reason for frustration on the road, for example, will they be late for a session? Then have the sessions recorded, was the luggage lost? Have a list of nearby shops/ malls for them to buy the essentials. Anticipate the challenges #eventprofstalk",4793,Not Hope,Not Hope
"Paul and Sam, Gundey vote looters must have some fear  of Allah he is watching each and every step InshaAllah PTI will win",4437,Not Hope,Not Hope
"James,  You’re right.. just with all that he say/they say it’s hard to believe anything until you see him with the team next season.",5140,Hope,Generalized Hope
"Michael,  talking about Gov training allowance underspend being utilised to incentivise traineeships for young people &amp; employers offering placements -driving engagement,which can have an incredible impact on all involved #traineeships  #incentives #opportunities #choice #URL#",8071,Not Hope,Not Hope
No because i seriously i feel like this would never work Like;;; my mind would absolutely refuse to believe that xl is NOT hc's entire world and universe,7721,Not Hope,Not Hope
"Day 356: Tweeting Sarah,  hoping to own a vase some day  In exchange I want to make a donation to a charity of Seth’s choice at the end of this journey.   Current total: $569 ($100 + $1 for every day I tweet + any donations from folks along the way) #URL#",6322,Hope,Realistic Hope
Loving them! Ready for a new school year in August. Fresh start and READY to go! #ASPIRE #URL#,4196,Hope,Generalized Hope
"Everyone, Sure….so god and religion are evil? So what do you believe in that isn’t corrupted by humanity?",8035,Not Hope,Not Hope
"John,  All of us hope you get better, you would never disappoint us, this only shows how hard you strive to give us an iconic experience, we love you. ",3625,Hope,Generalized Hope
I can count on one hand how many times my son answered the phone for me this year,4891,Not Hope,Not Hope
"David and Jack, InshaALLAH we are with my leader IK always InshaALLAH I am from Gujrat",6536,Not Hope,Not Hope
"Michael,  You are born with your skin color, I’m not sure why there would be pride or a need for pride.                                              I do wish more people were proud to be American though.",1486,Hope,Unrealistic Hope
"Jack,  LOL yeah we’ll all just keep screaming about it til we run out of words and maybe some day the cis gays I’ll listen and give a fuck and stop enabling and defending abusers HERE’S HOPING RIGHT  I hope your pride was excellent and misogynist free!!!!!!!! ",6789,Hope,Generalized Hope
"Max,  Pls continue staying this way..need fans like u.. Hoping to find more MUFC fans..let's hope they are like u..",2373,Hope,Generalized Hope
"The relationship between renewable energy sources and the communities we expect to host them must be appropriate and sustainable and, above all, acceptable to local people.",5723,Not Hope,Not Hope
"Jack,  You won’t believe I saw this tweet just before I decided to turn on my computer to watch it. Just hoping I won’t be traumatised with the visuals. Even though I have to admit I have above average tolerance for off kilter stuff shown in movies",6135,Hope,Realistic Hope
"Eric,  Not sure anyone could expect them all to run to a sub-3.00 era all season. Some regression was due, as long as they're healthy it'll get figured out.",3204,Not Hope,Not Hope
"Everyone, Anyway, I think the reason some Catholics are shocked at the celebrations is because they were hopeful that the church could change. It can’t! It won’t.  There are no better angels there.",4320,Hope,Generalized Hope
"Michael,  yeah I’m in the eu!!! I’m assuming it would be double or a little over double bc our govt set up the prices on internet shopping bc of wish dot com (kinda funny lol) but yeah highly considering it I’m a big fan of electrolytes ",7182,Not Hope,Not Hope
"Thanks Twitter for the lame ass character limitation. The man deserves a follow Paul,   He dusts these Capper Clique Muddafookas. You all need to stop focusing on a fookin number...higher follower count doesn't mean sh!t!! #URL#",3724,Not Hope,Not Hope
"God,  Yesss! Glad I can count on you Mark as part of team 2018 - a truly top tier world cup",8007,Hope,Generalized Hope
"Alex,  Why can’t schools have a few moments of silence that give kids the opportunity to pray if they want to?",5442,Not Hope,Not Hope
"The Hanging Chad of the CIA Crowley Bush Family coup led to NATO Europeans robbing and killing Arabs as part of their long time desire to control the highly cultured Arabians and to exhaust their wealth in crooked oil deals firmly tied to a debt based economy. Now, they want us. #URL#",7122,Not Hope,Not Hope
"As the vulnerable in society anticipate the first of two cost of living, universal credit payments totalling £650 next month.. it papers over the cracks of rising inflation. The lower class will suffer. The lower middle class will fall into lower class. The rich get richer. #URL#",4708,Not Hope,Not Hope
"These guys present a way of life that men should aspire to, but it is nothing but consuming product to distract you for a few brief moments from the miseries of dehumanizing, modern liberal post-industrial society.",3498,Not Hope,Not Hope
"Everyone, You really believe there was some grand conspiracy, at multiple polling locations, in multiple districts and within multiple states, to change, discard or replace ballots? That is quite the imagination you've got there.",4238,Not Hope,Not Hope
"John and Ben, Because this is what they think, she’s should only wish their mother thought the same about them #URL#",714,Not Hope,Not Hope
"Sam,  Not yet but we don't stop looking for him and we keep hoping ",6659,Hope,Generalized Hope
"Matt,  Thank you for calling the media  the corporate media and not msm on buzz feed.  I believe the msm died Jan 2009",7137,Not Hope,Not Hope
"I’ve been (slowly) working down the stack of books I’ve been neglecting for some time and I’ve arrived at this one, which I wish I could force everyone involved in politics to read and consider.  #URL#",1055,Hope,Unrealistic Hope
"Alex,  Countries of the former Soviet Union are happy and glad that no such Union exists. Not Communism, but freedom is what the citizens yearn for. Putin and his power-hungry goals of controlling these countries are a thing of the past, the Soviet Empire is no more.",8219,Not Hope,Not Hope
"Everyone, However if one were put in a situation where a terminal condition caused them persistent pain or if they were in some permanently undesirable circumstances that they did not wish to live in, no one should force them to live a life they do not want to live and cannot escape.",3478,Not Hope,Not Hope
"God and John, Today's ruling of the Court was a huge mistake that I believe was wrong. The coach clearly hoped to influence the students with his display, that's not appropriate.",720,Not Hope,Not Hope
These are your warning signs so that you can anticipate when you are about to become upset.,5719,Not Hope,Not Hope
"In addition, it finds the best options by comparing various DeFi protocols. Yearn aggregates the options available to find the best returns for the asset deposited.",724,Not Hope,Not Hope
"Sarah,  i yearn to bring back the day when i look at these colours and think of sonic and knuckles instead of sollux #URL#",6575,Hope,Unrealistic Hope
"Matt and Paul, My Catholic stepsister chose to carry to term knowing the baby could never survive but hoping for a miracle. The baby was in the ICU for a month I think with every intervention to keep him alive but the medical prognosis was always that he would not survive. It was torture.",4553,Hope,Unrealistic Hope
"Everyone, How do you know I have no medical training? Do I have a stalker???  #lifegoals   Ps you're one of those ""you've no medical training."" ""It's true coz Boris said""  One question, do you still believe what he and his cohort say about this pandemic after his blatant lying episode?",6039,Not Hope,Not Hope
i wish for anyone who yells at me to stutter so i can just laugh instead. #URL#,5808,Hope,Unrealistic Hope
"Everyone, Greatest goaltender to ever live - Grant Fuhr  Didn't need to advertise he was black for us to love him, respect him, admire him, aspire to him, and appreciate everything he's done for the game of hockey  LEGENDARY. And NO ONE can take that away from him",4729,Not Hope,Not Hope
"On Dual-Applying to specialities: It is one thing to get into a program, but your desire to get into a pediatric program will affect the next three years of your life.  Having multiple experiences across specialities can be a pitfall for applicants not just IMG's, US MD's as well",1880,Not Hope,Not Hope
"The player that put the team before him, the player that had the heart and desire of a Lion! Let this be a lesson... it's not all about the skill, it's the determination, the passion, the desire to want to get better and be the best you can. John and Alex, #soproud",2089,Not Hope,Not Hope
"Everyone, It’s fine to aspire but what we found last year is that if one or two don’t perform you get punished at this level.Don’t forget we won the league as well. You can challenge like Luton and Huddersfield did but I think the problem is you can’t be too expansive unless you’re Fulham.",7653,Not Hope,Not Hope
"Tom,  I’m 56 and was raised on the principal of separation of church and state. We did not pray in school. Religion was personal and didn’t belong in public spaces. This is crazy.",4734,Not Hope,Not Hope
"Peter,  Average salary of a cop in America is also 67k tho. How do we expect to get intelligent and qualified individuals to protect and serve when they are being out earned by thousands of onlyfans models ",7426,Not Hope,Not Hope
"Everyone, Yeah, I figured. A table with no citations, no references for dates is always super sus. Hoping to make them think about what they’re posting.",5511,Not Hope,Not Hope
I love jazz so much I can't believe I was made fun of for listening to it when I was younger ,2270,Not Hope,Not Hope
"Todd Solondz on audience's identification with characters, narcissism and morality.  ""It's a profound human truth that deep down inside we need to believe we are basically good.  Now I'm not out to dispute that but explore more fully the moral dimension of all of this"" #URL#",5581,Not Hope,Not Hope
"Paul and Ethan, They lied, Democrats don't expect the lying that goes on because they don't lie like that.",407,Not Hope,Not Hope
"“Look Georgia, we have a bride in our garden!” my dad’s relationship with our garden and #nature is something I aspire to.   Alex,  #URL#",3662,Hope,Realistic Hope
"Paul,  my paternal gpa died 30 yrs b4 i was born. my maternal gpa died when i was 5. my paternal gma, mammy, died when i was 6 (she was 96). my maternal gma died when i was 20. i wish i could've known my dad's parents better, but they were born around the civil war, so...",1907,Not Hope,Not Hope
"Ben,  I clearly remember,  I was thinking Raina might anticipate a bouncer,but Steyn would overthink him by bowling a fuller ball. And then the yorker",3453,Not Hope,Not Hope
"""This is the best I've ever been, I ain't even started trying for real. This body count is amounting up to a mountain, my environment is ill.  This a cliffhanger, I got the eagle eye on the kill. I'm living in my peak, you really wanna die on this hill?""",6277,Not Hope,Not Hope
"Everyone, Pretty sure if they don't have to count on Sinema and Manchin, yes.   I think they had 48 to do it for voting rights, even I'd a few were reluctant.",7186,Not Hope,Not Hope
"Matt and Paul, Do you support Drag Queen story hour for young children? I believe Kari Lake made an adult decision to attend Drag Queen events as an adult. What’s wrong with her adult decision?",8014,Not Hope,Not Hope
I can’t believe my bf went to Vegas and came home without a designer bag for me. Toxic.,3613,Not Hope,Not Hope
"Run the pitch count higher on this rookie?  Charlie says nah, swing away for Plakata boys…. #BlueJays #newmanagerplease",2026,Not Hope,Not Hope
"Michael,  Sorry you feel that way, When you have a personal experience with a savior who gave HIs life to allow you to be free from your sin, nothing or no one can refute what you know to be true. I pray you can receive the Love of God through Christ someday.",2144,Hope,Generalized Hope
#abortionrights #gunrights The left doesn't believe in gun rights but they believe in abortion rights. Only one of these two is actually written into the constitution.,3367,Not Hope,Not Hope
Day 3 of tms &amp; I ran into my from from when I was in my partial hospitalization program lol she’s almost done and said she’s felt SUCH a difference- I’m so much more hopeful than I was,718,Hope,Generalized Hope
you deserve a couple bad hair days  and i hope that your car's AC breaks  i'd like it if you cracked your phone screen  but i'd like it even more if you called me,5077,Hope,Realistic Hope
"Everyone, then there’s badasses like me who admit we’re addicted to it but don’t have the self control or desire to stop ‼",7194,Not Hope,Not Hope
women will now have to carry non viable babies full term even though they know they will be born dead. I'm sure children who get raped as young as 10 will be happy mothers. The big spenders for child sex trafficking are the real winners. Hope your God is happy,4903,Not Hope,Not Hope
"Everyone, There we go with the words (spellings / spells) again...  I don't wanna pretend you're propagandized beyond hope for the sake of the debate, because you seem somewhat perceptive, but changing the NAME of a reality doesn't change the TRUTH of it.   A heart only BEATS when LIVING!",7749,Not Hope,Not Hope
"Sam,  Hoping it's NOT nut-job Sam,  who wanted his testimony in public &amp; they have a 'reliable' witness that will help this investigation.    David and Sarah,  #URL#",602,Hope,Realistic Hope
Countdown to the official opening of #YahooPlusTheMovie.  Anticipate #YahooPlusTheMovie in a cinema near you from July1st #URL#,6764,Hope,Generalized Hope
A public school employee can pray in front of students.  A public school employee can PRAY in FRONT OF STUDENTS.,7564,Not Hope,Not Hope
"Ethan and Matt, Pray for you!!!! Fuck that ma'am I will get your back in a second and I am sure there are others on here that will. Tell me if you need anything.",7504,Hope,Generalized Hope
"Matt,  I can't believe I spent over an hour watching a movie that indirectly promotes prostitution as a legitimate hustle/means of survival.   I kept watching hoping to fish out the plot of the movie yet....   The girls were glamorous though!!!",933,Not Hope,Not Hope
"Tom,  Your friend is right but with Imran Khan at the back &amp; waking up the sleeping giant, InShaAllah, you will soon see a magical or miraculous change in this #PhateecherQoum The qoum has to rise",7778,Not Hope,Not Hope
We want to wish a Happy 80 birthday to the amazing Beach Boys member Bruce Johnston! #classicrock #beachboys #60s #60sMusic #rock #URL#,6078,Hope,Generalized Hope
"Alex,  I completely get the desire to do so…. But they want us to leave.  Don’t let them run us out.   Stay and vote.  Fight!  There are more libs here than people think and we have to stick together",5169,Hope,Generalized Hope
"Wish you’d come here to ask me something else. Anything else. Honestly, I missed you guys, it was, oh, and table’s set for six.",1901,Hope,Generalized Hope
"- democracy, and the United States will not tolerate such an insult. We pray for the people of Laos against the junta and it’s tyranny, and should this new government prove itself a threat to freedom and democracy, the United States of America will not hesitate in putting -",890,Not Hope,Not Hope
"I don't ever get asked stuff, FGC. It's okay though. I'm still playing games. It wasn't really something to expect, anyway.",6491,Not Hope,Not Hope
"Tom and Jack, Yeah and if you cancelled Disney+ you could hire your own orchestra... there's something to aspire to",3915,Hope,Generalized Hope
"James and Paul, OK, so why didn't they keep pitching to him when it was 2-0? They still put the tying run on base. Has he never made an out after a 2-0 count?",6340,Not Hope,Not Hope
When I eat breakfast I aspire to play with darkness as I await for my love who will never come.,328,Hope,Unrealistic Hope
"James,  Lots of Men work punishing hours and it's typically viewed as something to aspire to. You grind to improve the quality of your life and so you don't have to work as much later. I don't see why Women working the same way should be viewed any differently.",3545,Not Hope,Not Hope
i hope tomorrow i can go w my mum to the supermarket so i can buy a lot of no cal foods and also a lot of fruits,3902,Hope,Realistic Hope
$KZR -&gt; $XBI The biotech market is truly back if markets love open label single arm non-ITT data (which looks great). Hopeful signs.,7742,Hope,Generalized Hope
"Michael,  Catholic parents raising 4 girls, dad was a misogynistic &amp; bigot w/too many mistresses to count, beat us regularly &amp; kept mom right under his thumb. A priest tried to force himself on me. None of it made ANY sense, been a Recovering Catholic for 45 years. Spiritual NOT religious.",1651,Not Hope,Not Hope
"Nick,  You are blessed. I hope the image you saw means our country is blessed too and that there is hope for us.",4522,Hope,Generalized Hope
 Listen to the podcast and follow the links to subscribe Learn more at #URL# #URL#,4245,Not Hope,Not Hope
as someone who has worked in such environments- soda fountains are supposed to be cleaned daily. They are not cleaned daily ANYWHERE. You are lucky if they're cleaned once a month i WISH i were exaggerating. #URL#,3068,Not Hope,Not Hope
"InshaAllah may his knowledge increase vastly, may he teach many, and may he always be one being a genuine model for Ihsan.",3925,Hope,Realistic Hope
Go out and count all the doors and windows and write that down on... List everything that's blue. Just let me work.,6433,Not Hope,Not Hope
"Sam,  Ok I can hope for good. But seriously this is the worst time they could’ve done it. When people were hoping for a direct, no only they do a xenoblade direct(which I’m fine with), but then they pull this at the end of the month",4735,Hope,Generalized Hope
"It's still daylight, 5:30. Hope it's not too late, but here goes my most sincere wishes to Simon on his birthday!!! It's incredible 'cause one of my fav. Historians, celebrates his birthday 27 that's also my youngest sister's!!! Happy  #URL#",4029,Hope,Generalized Hope
"evening me loverlys #London tour was great  I will be back. sorry I couldn't see everyone I wish I could, i had a loverly naughty weekend london  welcum'd me  thanks for all the support&amp; #content to follow shortly. love you all Tom,  z #URL#",762,Hope,Generalized Hope
"Jack,  League team really listened to fans, theyre going to be wild rift exclusive for now but I hope they do bring them to PC",4876,Hope,Realistic Hope
"Ethan,  Hello Santa and you random people on twitter, sorry that i ruined your twitter tl  I wish you all a Ho ho ho and a merry June",6421,Hope,Generalized Hope
"God,  I wouldn’t count on your liberal buddies to get out of bed and go pull a lever. But then again, it’s all about who COUNTS the votes.",5523,Not Hope,Not Hope
"Ben,  I think Esau u are right like me. I don't believe how guys yearn for likes, comments, retweets here!!! Many are arrogant,abusive and even do body shaming since it calls them relevance ",397,Not Hope,Not Hope
"Everyone, If you pray to Jesus Christ and you mention his name in the Lodge you will be advised not to do it again, followers of Christ are not welcomed in Masonic lodges, a true follower of Christ cannot be a member in a Masonic lodge, it is an antithesis to the teachings of freemasonry",678,Not Hope,Not Hope
"James,  While I do believe there should be respectful discourse around Faith, this is not a theocracy and the religious right is misusing their rights to turn it into one. That elevates this fight to a ""gloves off"" level.",3334,Not Hope,Not Hope
"Everyone, Mormons, pagans, Islam etc all have beliefs that mimic Jewish teachings and prayers, that doesn’t mean Jews should repeat their prayers or support the teaching and practicing of others prayers just bec they use similar language. Jews don’t believe in proselytizing",7170,Not Hope,Not Hope
"Ethan,  They don’t even believe what they “think” they believe because the vast majority have never taken the task of self study and rely on, what amounts to, the telephone game.",7960,Not Hope,Not Hope
"Alrighty from paper to wood, here comes a new prototype! This ones importance on shape makes me yearn for a laser woodcutter. #gamedev #tabletop #URL#",5033,Hope,Unrealistic Hope
"Everyone, They will make a martyr of her if she is detained. You should pray she is released.",7622,Hope,Generalized Hope
"Sam,  bruv. these mfs expect streaks.  i am grown and i work at home. you’re lucky if i open than mf once a week",4702,Not Hope,Not Hope
Liverpool - cross and inshallah  My beloved Arsenal bout to become Long  Passes and Inshallah if we tie down the profiles we are linked to,3728,Not Hope,Not Hope
Blood on their hands because abortion is ending? This headline made me so angry/hurt. It's as if there's no regard for the lives of unborn babies! This headline implies that the blood of babies don't count.  Even mothers who've regrettably aborted babies would beg to differ. #URL#,4668,Not Hope,Not Hope
"David and Peter, Keep coming up for excuses for why you were wrong. Muslims have the right to pray and express their religion and they love it despite your wishes to silence them.",7200,Not Hope,Not Hope
"Sarah and Jack, It's going to keep getting worse! I hope this makes church attendance drop to even less, when more folks (and their church pressured teens &amp; young adult children), decide that enough is ehough! When they see that Christofascism is a legitimate, HUGE issue, just as we all warned!",2518,Hope,Realistic Hope
"Nick,  Hope you are providing benefits for women who are trying to adopt, and/or using fertilization methods. Hope you support families as equally as you support…choice",4346,Not Hope,Not Hope
"Mike,  Bakwas of a clown chotya still hopeful that khaki installer would give him some thing  in begging",1282,Hope,Realistic Hope
"Sure, you love our aliens, but do you ever yearn for more context? Visit the Creative Space Story Map and learn about Matt,  's unique status as a home of the arts! Matt,  #astronomy #science #artistsontwitter  #URL#",1370,Not Hope,Not Hope
"Jack and Michael, This is incredible, are you able to expand on what this means for Celsius? I believe the path forward will be through staking, Binance is an excellent example of a direction we should follow.",5248,Not Hope,Not Hope
"Paul and Jack, I listened to him Ben,  on a hot twitter space the other day... he is smart, articulated, rational and patriotic Nigerian.  Bro I wish you well... May God bless you more ",1279,Hope,Generalized Hope
"Everyone, Agreed. And don’t get me started on “biological anthropologists” and “humanists” wittering on about clownfish! I yearn for the days of Horizon and miss true academic voices like Bronowski, Clark and Sagan.",2377,Hope,Unrealistic Hope
"Everyone, Same. I can always count on that show to lift my spirits!",171,Hope,Generalized Hope
"John and Nick, Bajwa will go any low to save hamza Kukriiii and to protect himself as he’s hiding his mega corruption inshallah his aulaad will pay the price Haram Khor #BajwaHasToGo",769,Hope,Unrealistic Hope
"ain’t falling in love with no hoe, that what you want from me ? that what you really expect?",2110,Not Hope,Not Hope
"I was reading Legend of the Pirate Queen by Sarah,  and then a couple of weeks ago, I got so sick I couldn’t focus. I hope to get back to it this week!",1356,Hope,Generalized Hope
"Bcs despite all the conflicting feelings I have toward my own mom, despite I never spoke it out loud, I do yearn for her.. I SOBS at the cinema. Glad I came alone! ",2875,Not Hope,Not Hope
"Michael,  Hope that includes all religions not just the one you want to force down everyone's  throats.",4872,Not Hope,Not Hope
"It is naught but a cobweb of subs. To believe in your dom is to believe in nothing. In Eorzea, the beast tribes often summon gods to fuck in their stead—though you and your comrades rarely respond in kind. Which is strange, is it not?",849,Not Hope,Not Hope
You cheated on your husband do you really expect us to believe that you give a shit about trans ppl and abortions? Just shut it and do your usual shit #URL#,1135,Not Hope,Not Hope
"David,  Always saw your type in the Military, Work, and World. Absolute desire for Advancement you'll sacrifice Your own to get it.",2441,Not Hope,Not Hope
"Always have loved her! #BlackGirlMagic at its best. So graceful, and humble but yet effective. I aspire to be that. #URL#",4549,Hope,Generalized Hope
"Joe and God, idk, we have to wait till winter to find out... she wasn't in the trailer, but I hope that she will be in the season!",865,Hope,Generalized Hope
"Rapid #RunChat catch up (I was out running)….  Worth/Tallahassee/I haven’t actually done a lot this year, but I anticipate picking up…to date, probably Matt,  Pride socks. #PROAlumni #URL#",2291,Hope,Generalized Hope
"Peter,  I think it’s going to be much ado about not much. Sorry. I just don’t believe hoopla anymore.",4358,Not Hope,Not Hope
"enhypen comback D-6 we still don’t have the pre order number i hope we have 1,5M or + #URL#",207,Hope,Realistic Hope
"Paul,  I hope the stsyes celebrating their bans on abortion are planning to expand services. Pregnancy is high risk for women and they will need low cost prenatal and delivery care, then assistance fot adoption or child care.",6729,Hope,Realistic Hope
"Sarah and Ben, I just started it in the past month. I released weekly for the first month but I think twice a month will probably be the frequency. I hope you like it.",6215,Hope,Generalized Hope
"Lol i totally forgot today's date. Before there was never a year that I ever forgot my mom's birthday. As in weeks ahead, I anticipate it na. Long messages, ideas of ordering ornate gifts that can be purchased where she's in (abroad)",4170,Not Hope,Not Hope
*HEALTHCARE SPECIALTY OF THE MONTH*  It’s our final post of the month for our healthcare specialty series and so it’s time for a case. Can you answer all the questions? Use our other posts from this month to help!  #wideningaccess #healthcare #nhs #nhscareers #URL#,2976,Not Hope,Not Hope
"How do we ever expect to get along, and make life suck just a little less, hating everyone not like us while we expecting them to respect us? For real, life is too short and hard enough without this self-inflicted misery due to judgement and hate. For fuck sake, please.",3741,Not Hope,Not Hope
"Sarah,  this is an absurd law and I expect you to veto it. If my bike breaks down while I’m riding it and am away from me home, I should be able to repair it where it broke and not face fine or arrest. Please veto this classist crap bill. #URL#",4879,Hope,Realistic Hope
"Jack,  Wrong side of the side walk. Which depends, if u believe that all are equal, then chivalry does not matter !",2731,Not Hope,Not Hope
"All three of us are escaping. We'll be able to get out. We can get away. We can go back to that place I yearn for again. I yearn, I yearn, I yearn, I yearn... for that place that has burned itself into my eyes, engraved itself into my soul.",6951,Hope,Unrealistic Hope
"Everyone, There is a at the end of the tunnel. A Bright shinning ray of hope will come your way believe it it will happen",5319,Hope,Generalized Hope
"Sarah,  IKR ID BE SO HAPPY gotta study to make my babies come to life mhm mhm  also the fact that you liked it makes me feel extra hopeful in it's potencial  thnk u",4188,Hope,Generalized Hope
"Ben,  take care): i hope u feel better! &amp; i’m here if u need a friend",3716,Hope,Generalized Hope
"i need to YEARN, i live to YEARN, but theres nothing no one in my life to YEARN for. #URL#",3917,Hope,Generalized Hope
"David and Jack, I was watching a few games of the ‘77 WS and the announcers were commenting on the pitch count for each pitcher.",1837,Not Hope,Not Hope
"If Everyone, &amp; Max,  ever want a clue to how they're doing in our eyes or want ideas of what we wished they do/say then they need to watch Max,  Especially David and Tom, &amp; Max,  They're all talking to people w/GREAT ideas we wish POTUS heard.",1565,Not Hope,Not Hope
"Matt and Paul, Mindfulness - just focus on the food - close your eyes and relish the taste - let the ""watchers"" yearn with jealousy ",1165,Not Hope,Not Hope
"Can’t believe the guy in the front row didn’t catch that - absolute pure athlete Mike,  #URL#",935,Not Hope,Not Hope
"Everyone, What?!  Yearn for the days of Trump!  You just yold on yourself boo #URL#",4064,Not Hope,Not Hope
"Peter,  I'm with you on this. I'm disabled but still mobile and my first thought was that the scene looked great. Being on a suburban estate, I yearn for city centre living. The modern world seems to cater for the offended over everyone else. ",5971,Hope,Generalized Hope
"Everyone, Hello Mike,   hoping to hear #YetToCome   Mike,   on your station today! many thanks in advanc ",2569,Hope,Realistic Hope
"Eric and John, U just said my mind, never expect such from her base on how have seen or knew her, it’s good to be oneself rather than trying to impress people who don’t Fu**ing care about your life, she dedicated the award to all struggling young girls hope not the dressing too",7587,Hope,Generalized Hope
"grief turns out to be a place none of us know until we reach it. we anticipate (we know) that someone close to us could die, but we do not look beyond the few days or weeks that immediately follow such an imagined death.",2250,Not Hope,Not Hope
"Peter,  Those taxes could be very beneficial, ngl. In hoping atleast the funds go anywhere else, and not the military. Like infrastructure, medical, education, etc.",3688,Hope,Realistic Hope
"Matt,  it was okay could have been better i hope urs was really good i love you ",4539,Hope,Generalized Hope
"Nick,  Its a team game. And politics kills it all. I hope he get more strong players, experience and strength to win ODI WC, InshaAllah",4151,Hope,Generalized Hope
"i wish u would come back wish i'd never hung up the phone like i did i wish u knew that. i'd never forget you as long as i'd live. and I wish you were right here, right now. it's all good, i wish you would",3280,Hope,Unrealistic Hope
"Matt,  This is quite encouraging bros. Matt,  will inshallah be the 5th. Wakamba tuko ndani",4726,Hope,Generalized Hope
it's not yedam's fault that he is stealing the spotlight from y'all's so called main producers. yedam/treasure has a bigger fanbase now than your faves and do you expect us to be silent when we see his name on the credits? arent we allowed to feel proud of him?? #URL#,4338,Not Hope,Not Hope
"Idk which is worse…the fact that i can’t buy a copy of the James,  at James,  anymore or that I have the desire to buy a NY Times paper in the first place. Lmao",4849,Not Hope,Not Hope
"Eric,  Honestly I figured it was very unlikley to happen so it doesn't bother me but yes keep hope alive if you can",310,Hope,Generalized Hope
"John,  Aweeeee Hoping they are all safe   in case of an emergency ….",1441,Hope,Generalized Hope
"The rate of the #URL# (YFI) cryptocurrency, issued by the #URL# DeFi aggregator, has increased by 102% in 7 days. This is due to the growth of BTC and cost optimization in the organization. #URL#",3249,Not Hope,Not Hope
"James and Mike, This is why I’m guessing the witness tomorrow may be Ken Kuklowski.   Maybe he’s flipping on Eastman and Clark live!   Too hopeful?",4321,Hope,Generalized Hope
"Ethan and Joe, He already had the right to pray. He shouldn’t have the right to make his team pray with him. And yes, by leading them in a public display, he pressured all players to participate.",2295,Not Hope,Not Hope
".: ""As we continue to evaluate this decision and what it means for the City of San Jose, we anticipate an increase in applications for Concealed Carry Permits."" #URL# #URL#",3817,Hope,Realistic Hope
It’s 5 hoping in my bed &amp; asking me to put on gospel so she can nap lol you got it kid.,5549,Hope,Generalized Hope
"Sam,  I would expect the MAGA crowd to find all of this false when the whole United States and world saw what happened on J6. Even goes as far as to down play those that died. But its okay. That’s what a cult does.",4603,Not Hope,Not Hope
May today be our last MONDAY sit at home as we anticipate the release of Mazi Nnamdi Kanu tommorow.#FreeNnamdiKanuNow #URL#,7001,Not Hope,Not Hope
"John,  I wish that was the extent of it… I’m depressed now and I feel bad for his kid",7973,Hope,Unrealistic Hope
"Everyone, It isn't me telling myself anything. It is more of an acknowledgement of the fact.  Nah. This is entertaining. No need to pray about it.   #URL#",3192,Not Hope,Not Hope
I hope Tems is getting her correct coins for her voice and music. I better NOT see an Unsung episode.,5435,Hope,Realistic Hope
"David,  Aw thanks for asking Trecinaj x  He’s still in hospital.. I’ve not been able to see him since a week last Thursday  I’m hoping there’ll  be news he can come home soon it’s driving me insane, not knowing how he is ..and what I’m in for on his return ",2149,Hope,Realistic Hope
"Paul and Paul, My husband is a Muslim and knows you stay small and quiet at white people events so you don't get beat up.  The white Christians count on it.",2281,Not Hope,Not Hope
"Peter,  I pray u become a lioness of the LORD Jesus Christ to destroy athiesm  I pray u will stand firm in the LORD Jesus &amp; in your faith,&amp; never try to appease ""liberal Bible scholars"" who heretically claim Bible is full of errors  Make""academia"" conform to Bible,&amp;never other way around",1444,Hope,Unrealistic Hope
"Everyone, Sure it CAN be but there will be exceptions for incest and rape. The abortion ban leaves it up to the state to decide the terms and exceptions for abortions. I’m hoping most states will consider that. Sure some harsher than others. It would be in their best interest",7372,Hope,Realistic Hope
"Gulf morning my narak fams  Whatever u do today,I hope everything will go smoothly as planned  GULF KANAWUT  #GulfKanawut #กลัฟคณาวุฒิ #ลูกบอลของคุณบิ๊กกลัฟ  #PhiBalls #URL#",6358,Hope,Generalized Hope
"Drew Venti  I don’t usually draw bgs much cuz it’s one of my weak spots in art, but I really like how this one came out! I’m hoping to incorporate more bgs in future illustrations :D #Venti #GenshinImpact #URL#",6990,Hope,Realistic Hope
