id,text,category
1413927270067146752," También enviaron un memsaje de apoyo al gobierno homófobo de Hungría, que les seguirán dando alas en su persecución del colectivo #LGTBI",nhs
1409444748780318720,"Los derechos no se piden, los derechos se exigen. Hoy todas con les compas trans, no podemos avanzar como colectivo si no estamos todes.#SeraLey #LeyTrans #LeyTransYa #LGTBI #LGBT #OrgulloLGTBI",hs
1419284722811875328,  se convierte en el primer jugador transexual en dar una asistencia en los JJOO. Enhorabuena!#Tokyo2020 #LGTBI,nhs
1409538666431717379,Hoy somos más fuertes que nunca #pride #OrgulloLGTBI #Orgullo2021 #LoveIsLove tenemos derechos a vivir en libertad 💪🏽🏳️‍🌈🌈,hs
1416079301791846407,"... los HIJOS de los demás; los de ellas: ni con el pétalo de una rosa. Y de paso que la secta #LGTBI imparta clases de Sexualismo y otras aberraciones sexuales como la PEDOFILIA en las guarderías, escuelas y colegios.¿Por qué tanta Maldad contra nuestros Niños, Niñas y...",nhs
1412116057146417152, Los mensajes de odio no tienen cabida en San Juan de Aznalfarache. Cada persona es libre amar a quien quiera. #LGTBI,hs
1409450292295393281,"Feliz, fraternal y combativo #OrgulloLGTBI este 2021. Especialmente toca apoyar la lucha del colectivo trans por poder ser, vivir, sin discriminación, amenazas ni agresiones de ningún tipo. La igualdad nos concierne a todas.",hs
1414184202149433344,"Ya son varias las personas que me han dicho que tenga cuidando y me quite la pulsera LGTB para que no me den una paliza o me maten. Eso quieren, silenciarnos. No pienso hacerlo. No pienso esconderme. No nos van a meter miedo.",hs
1411613843474763777, Y dado que es el día del #Orgullo por qué se invisibiliza (otra vez) a la mayoría del colectivo? Ya no existen las #Mujeres lesbianas? Los #Hombres homosexuales? Ya no hay nadie más? Igual deberían hacer un colectivo aparte para que el colectivo #LGTB pueda seguir adelante!,nhs
1412543417536716804," te han pegado una paliza por darte la mano con tu pareja???No existe tal cosa, los heterosexuales no nos sentimos perseguidos por nada ni nadie, deje de inventarel colectivo LGTBI solo quiere, que nadie tenga cuestionar como amamos o como queremos ser",hs
1412264066765176832,"Hay un día en que se celebre el ser hetero? La población #LGTBI tienen su día y creo que es como decir que se es médico o como si fuera alguna profesión o raza aparte, todos pedimos derecho a la igualdad pero nos seguimos tildando de diferentes por raza o sexo",nhs
1409528692510973956, nunca pensé decirlo pero que buena la visualización y difusión que le están dando al #OrgulloLGTBI en su programa 👏🏼,hs
1409509363685920774,Como ciudadano y sujeto político promuevo y apuesto por el reconocimiento y respeto hacia la comunidad que hoy conmemora y celebra el día del #OrgulloLGTBI  #Orgullo2021,hs
1411079588340502532,Todas las marcas se visten de la bandera #LGTBIQ pero ¿ realmente les importa la comunidad o solo los ven como un Target 🎯? #PrideMonth2021 #lgtb #LGTBI,nhs
1411643280903839744,De poco sirve ser uno de los países con leyes más tolerantes en materia #LGTBI 🏳️‍🌈 si permitimos que partidos y líderes políticos (y no solo V🤮X) mantengan un discurso de #LGTBIfobia que contribuye a legitimar y traer de vuelta ataques contra estos colectivos,nhs
1409482039426961408,"feliz día del orgullo a todas esas personas que no pueden celebrarlo y que siguen luchando por su libertad, por lo que se ha conseguido y por lo que queda. ✊🏼#Orgullo2021 #Orgullo #OrgulloLGTBI",hs
1412823351614189571,"Citadme en vuestras candados que me suda los cojones jajajaj también hay gente imbécil dentro del colectivo LGTBI, a ver si solo por estar dentro del colectivo no se le va a poder criticar 😂",nhs
1411780186673188869, Día del orgullo??? Que asco de verdad Mientras enterraban a Samuel ellos estaban de fiesta en tanga y no se suspendió nada... A mi NO me representais #LGTBI,nhs
1409085478599598081,Que el feminismo y las plataformas #LGTBI estén cómo están demuestra como es la política. Para mí es uno de los opios del pueblo por eso hace tiempo que dejé de creer en ella y en los que viven de ella.,nhs
1409513233199865860,Durante mucho tiempo yo pensaba que estaba enfermo y apuntó estaba de intentar desaparecer porque no había manera de curarme Así que no pienso permitír que seres como estos digan estas barbaridadesESTO NI ES LIBERTAD DE EXPRESIÓN ES HOMOFOBIA Y SER MALA PERSONA #OrgulloLGTBI,nhs
1418612612175106051," Que podrían revisarse los criterios y cambiar cosas, OK. Peticiones al COI...  Pero lo que no se puede consentir son las amenazas, insultos y el #bullying gratuito que esta sufriendo ella y otra gente #LGTBI La falta de respeto y empatía es lo que me duele más de toda esto",hs
1409449839591661569,"Bon dia y feliz #OrgulloLGTBI , un beso a todo el colectivo y a mis compas bis os amo💜💜🧸🧸",hs
1409539398669119489,Feliz día del orgullo. Ojalá dejemos de tener miedo a querernos y a querer.❤️ #Orgullo2021 #OrgulloLGTBI,hs
1409529226387144708,"Por cierto, que llevo un día con tanto curro que me olvidaba. Feliz día del #OrgulloLGTBI Especialmente importante en un año en el que vemos que en Europa estamos retrocediendo en derechos, e incluso aquí hay mucha gente que quiere quitarnos lo conseguido.",hs
1418575336783192067," Hasta donde yo sé, desde siempre. Desde el colectivo LGTB xk no ""escoges bando"" y siempre te miran con suspicacia. Desde los heteros eres un ""marica"" o un ""Bicioso"" ( está con B a posta). Pero ya te digo. 0 sorpresa una gilipollas más.",nhs
1411756960475664389,Pq no dicen en la nacionalidad de los asesinos de Ismael?pq les dicen energúmenos y no HOMOFOBOS!?PQ NO DECÍS LA VERDAD SOBRE QUIENES NO RESPETAN A LOS GAYS Y Q NO SUELEN SER DE AQUÍ?NO DICE NADA O O el lobby #LGTBI? LO TIENEN PROHIBIDO?,nhs
1411762804697227265," Lo asesinaron por un movil gilipollas! apenas se ha sabido quienes fueron 7 de los que le dieron la paliza como para que se supiese que era por ser gay.El colectivo lgtbi+++ y la izquierda como siempre haciendo politica de las desgracias de los demas, menuda escoria que soys.",nhs
1414885581897838607," a que estas jugando?  ""No al Aborto No al Matrimonio Igualitario"" La  tendencia mundial va en el avance de estas dos realidades. Yo discrepo en algunos puntos, pero existe y hay que permitirlo aceptarlo y regularlo. #LGTBI #AbortoLegal #Elecciones2021",hs
1409558226018910209,"De camino a la mani del #OrgulloLGTBI me gritan dos tíos (mascarilla de banderita, no falla) ""maricón, vete a bujarrear por ahí"" Y sí, es lo que voy a hacer, fachas de mierda.",nhs
1417848075419332608," Que te pongan un bozal a ti, te recuerdo que mucha de la escoria que entra por las fronteras estaría deseando darte una paliza por la bandera que llevas. Así que no defiendas tanto a los de fuera… que ya estamos viendo de qué pie cojean con el colectivo LGTBI",nhs
1413191706338631681,Si en otra vida pudiera elegir mi orientación elegiría ser de nuevo maricón. Sería la única forma de evitar al 100% convertirme en un homófobo de mierda. 🏳️‍🌈#StopHomofobia#justiciaparasamuel #LGTBI,nhs
1409613540164575236," Sí, es muy injusto. es un referente en el #PSOE en la lucha #LGTBI y no se entiende que se le de la espalda desde un partido que lleva por bandera la lucha por la igualdad.",hs
1409469354203361282,"Me gustaría que la gente tomara consciencia de que no todo es el amor, que el día de hoy va de derechos humanos y de dejar ser a las personas #OrgulloLGTBI",hs
1414245100457271301," Ese comodín de la exhibición pública me suena a ""Que la gente LGBTI+ haga cosas como cogerse de la mano en su casa de campo, que me incomoda aún cuando la gente hetero es capaz de hacer cosas más exhibicionistas aún, pero ellos no me incomodan porque son Normales™""Imbécil",nhs
1412743494007918596,Hace tiempo me dijo mi madre que no le gustaba que llevara la pulsera LGBT por si me pegaban una paliza. Pero es que se me nota igual. Aunque no la lleve. Aunque no me pregunten. No podemos “ser discretos”.,nhs
1409516634100875268,Feliz día del Orgullo!! #Orgullo2021 #OrgulloLGTBI Mientras sigan habiendo agresiones y discriminaciones por ser uno mismo habrá que seguir luchando por los derechos humanos! #LoveIsLove,hs
1409550360709152770,"#HappyPride para TODES (incluyendo a los no deconstruidos), no es momento de dividir una comunidad con tantos matices. #Orgullo2021 #Orgullo  #OrgulloLGTBI",nhs
1418523459064320003, Por lo visto somos bastantes los damnificados. Un imbécil stalinista con la bandera lgtbi a sus espaldas.,nhs
1409565621650591744,"En Córdoba, la primera marcha se realizó en 2009 siempre reivindicando los mismos derechos humanos como el acceso a la salud, la educación, la vivienda y el empleo. #OrgulloLGTBI",nhs
1417058161618468873,"Todo eso, el mismo día en el que se ha dado a conocer la encuesta que dice que su odio contra la #LeyTrans y la Ley #LGTBI+ es residual en el conjunto de la sociedad y absolutamente anecdótico entre el electorado de los partidos que integran el Gobierno.",nhs
1409550728172032006,"Feliz día del #OrgulloLGTBI , y un besito extra a mis compas bisexuales porque también existimos y no estamos en ninguna fase. Gracias y beban y festejen con moderación 💜",hs
1409516752866840583,"Dejemos las etiquetas para la ropa y los alimentos. Para las personas, #AmorEsAmor #Orgullo2021 #OrgulloLGTBI Educación en afectividad, sexualidad y género para este Chile en metamorfosis 🙌#FelizLunes",hs
1409504420606451714,"… destinados a laInclusión del colectivo, al respecto de sus derechos, a la educación de la sociedad para la completa aceptación de la diversidad. 2/2El amor es amor, no importa la forma en la que se lo exprese. #OrgulloLGTBI  #Pride2021  #LoveIsLove",hs
1410983140403843072,Por fin se acabó el mes de los enfermos 🥱🥱 #paz #humildad #LGTBI #normal #mariconesfuera,nhs
1409508925356060679,"Orgullo lgbt+? Bueno. Yo no estoy orgulloso de serlo. Debo estar orgulloso de que me insulten por la calle, me puedan dar una paliza, me puedan echar de un trabajo o no contratarme, puedan ignorarme deportivamente hablando? De que me hicieran bullying de pequeño? Por ser yo?",nhs
1411442767352451074,Comunicado 1/4Ante el execrable asesinato de un joven gai  en A Coruña l'OCH queremos expresar nuestra absoluta condena ante un crimen terrible. Es imprescindible que se investigue de forma rigurosa el episodio de extrema violencia que se ha llevado la vida de un joven LGTBI.,hs
1409479631401541640,"Hoy mi madre me ha felicitado el #OrgulloLGTBI por primera vez. Ha sido una alegría para mí. Desde que salí del armario no he oído una mala palabra hacia el colectivo (antes... sí) ni he sufrido ningún tipo de rechazo, pero cosas como el Orgullo no se mentaban, no se consideraban",hs
1409614088150388736,"🌈Feliz día del #Orgullo #OrgulloLGTBI #Orgullo2021 ¡Por un mundo donde sean y se sientan segurxs, felices y libres! ❤️🧡💛💚💙💜🤎🖤🤍🌈",hs
1412354714554060800, Me has hecho llorar una vez más. Pero que bonico eres ❤❤❤ Gracias por escribir y reflejar tan bien nuestras vidas #lgtb,nhs
1409505347891568641,Hoy todos con la banderita  #LGTBI 🏳️‍🌈en plan progre y moderno...Mañana a hostiarles porque se besan en el metro o por la calle...Menos postureo y más acciones#hipocresiasocial,nhs
1411191360904892416,"Las empresas ya habrán terminado de arrancar sus carteles de ""apoyo"" a la comunidad? #LGTBI #Pride2021 #PrideMonth #1Jul",nhs
1411471157803499525,¿Hasta cuando vamos a tener que luchar por unos derechos vitales para cualquier persona?  Esto acaba de ocurrir en pleno siglo XXI señores. Acaban de asesinar a una persona por ser del colectivo LGTBI.  DEP Samuel. #Asesinato #LGTBI 🖤,hs
1409579366561062913,"Cada año personas LGBTI+ amigos y familia celebramos el día del Orgullo como un acto de resistencia ante quienes nos han querido invisibilizar, nos han señalado, perseguido y violentado de múltiples formas. #OrgulloLGTBI",hs
1411401682446061570, Bro respeta hay muchas personaaa sin derecho que se pueden ofender y estás tú aquí riéndote de ellos #LGTBI,nhs
1412390420177424386,"Para los que me preguntan que cuando pienso parar de subir stories sobre la homofobia, lo haré cuando se termine de atacar al colectivo LGTBI+#LGTBI #UrgeilegalizarVox #justiciaparasamuel #Polemico",hs
1409488790830387205,"Canarias siempre ha estado a la vanguardia de las conquistas sociales, pero debemos seguir trabajando por la igualdad efectiva de derechos y el reconocimiento total de la diversidad.#DíaInternacionalDelOrgulloLGTBI#OrgulloLGTBI",hs
1414243749463531520, Lo único demostrado es la cantidad de gilip0llas que hay en el colectivo LGTBI y en la izquierda. Imbécil.,nhs
1409578320073838595,"feliz día a quienes están en el closet, sepan que no están solos.El proceso de aceptación puede ser largo y difícil pero siempre va a valer la pena, los quiero y sientanse orgullosos de quienes son ❤#Pride2021 #OrgulloLGTBI #pride",hs
1409653961154469892, Estoy deacuerdo con voz però si Ellos los #LGTB piden respecto igualdad ellos no respectan la religion isultan y blasfemia delante de la gente que si cree en Dios porque si ellos piden respeto porque no respectan aunque se sabe que ellos estan en el error però es su vida 🙆‍♂️,nhs
1414539098988163076,#HomofobiaARV El aumento de agresiones a gente #LGTBI es proporcional al crecimiento de en España. Hay mensajes de odio y esta es su expresión en la calle. #StopLGTBIfobia #NoNazis #12julio,nhs
1412542133010145283," Un mensaje muy populista pero este es simplemente el cm d Disney España q poco puede hacer para q se haga un personaje #LGTBI en la factoria #disney centremos nuestras críticas en los q d verdad nos odian y dejémonos d hacer críticas a los q nos ""apoyan""",hs
1411764982153461769," Usando la bandera de #España CONTRA los derechos lgtbi. Luego dicen que la gente de izquierdas no quiere la bandera de su país. Así la ensuciais!!!Esa bandera, no me puede representar. #justiciaparasamuel #LGTBI",nhs
1409491466716692485,"Friendly reminder para no usar “love is love” como lema de lucha para la comunidad LGBT+ porque el colectivo no solo es amor, también es identidad de género.Ese lema excluye la visibilidad del colectivo trans y no binario.#Orgullo #OrgulloLGTBI",hs
1414431119412506625,"El Candidato ""feminista"" pierde el control constantemente con las periodistas mujeres... Además le dicen en su propia cara que los comunistas en cuba atacan a las agrupaciones #LGTBI  la historia los juzgará.",nhs
1410748333786685443,"La intención de la Ciudad era poner los colores que representan el #LGTBI  en el estadio del Bayern Munich, el Alianz Arena para mostrar su apoyo a la comunidad justo en el encuentro que se iba a disputar entre Alemania-Hungria.",nhs
1418211505170907141,subo un vídeo de killerqueen hablándole al colectivo lgbt usando el pronombre neutro y me contesta un imbécil para BURLARSE de las personas no binario y de los pronombres.... aprovecho para decir que no quiero transfóbicos en mis redes 👍🏻👍🏻👍🏻,nhs
1412734602226061312," En Basauri hace un mes dieron una paliza a un chico gay , su madre denuncia y dice lo mismo que Irene  y pide apoyo, si te parece nos callamos hasta que maten a otro lgtbi , cuantos tienen que morir para que podamos decir algo.",nhs
1409525242544992259,Ama... Como quieras... 👬👭🏽👩🏾‍🤝‍👩🏼👩🏼‍🤝‍👨🏿👨🏾‍🤝‍👨🏻👫🏻... A quienes quieras...🧔🧓🧒👨🏽👨🏼‍🦰👩🏿‍🦱👴🏼👮🏻‍♀️👷🏽‍♂️🤹🏼‍♀️🦸🏻‍♂️🎅🏽🧛🕵️A cuánt quieras... 🧍🧍🏾‍♀️🧍🏻‍♂️🧍🏿‍♂️🧍🏼‍♀️🧍🏽‍♀️🧍🏻‍♀️🧍🏼🧍‍♂️...Cuando quieras... 🚐🛹🏖️🌃✈️🏃🏾‍♀️🎂🎃🎭...Dónde quieras... 🇻🇪🇺🇸🇨🇱🇧🇷🇪🇦🇨🇴🇲🇽🇦🇷🇹🇭...Pero AMA...#Orgullo2021 #OrgulloLGTBI 🏳️‍🌈 #pride,hs
1409529837350526976,"Es un orgullo decir que para el #OrgulloLGTBI es hoy y todos los días del año.Aquí un breve hilo con artículos publicados en la revista -¡hay bastantes más, no solo estos!- que analizan series donde el colectivo LGTBI es el gran protagonista:",nhs
1409516874023550982,"No hay mejor ejercicio de libertad que amar a quien quieras.Celebrad y reinvidicad, que en los días que corren los derechos se pierden de un plumazo.#Orgullo2021 #OrgulloLGTBI",hs
1409561042150117384,"Cualquier manifestación del #OrgulloLGTBI me tendrá a su lado. Pero recordad: después de hoy, llega mañana y hay que seguir luchando. Lo sé porque a los ♿️ también nos pasa. Lo sufrimos cada día. No ser estándar es jodido. Recordadlo y actuad en consecuencia🏳️‍🌈",hs
1409642759552520192,La defensa de los derechos y libertades del colectivo LGTBIQ+ es tarea de toda la sociedad. Tomar partido es una obligación. #OrgulloLGTBI #Orgullo2021,hs
1409510768928829445,"🏳️‍🌈Feliz día internacional del #OrgulloLGTBI Por una España abierta, tolerante y respetuosa en la que quepamos todos.",hs
1412360103936901121,La gente por lo que ha pasado y me gusta que se haga eco de que el colectivo lgbt no hace daño a nadie; son personas como cualquier otra y no deberían de recibir ni medio insulto ya mucho menos una paliza. Pero por favor no cargueis contra su padre que ya tiene que tener la,hs
1419608445477703683,También hay hijos de puta lgtbi ¿eh?Vale ya.No te escudes en unas siglas para poder ser imbecil y tener patente de corso.,nhs
1409625735422222339,"#OrgulloLGTBI . Sí, estoy orgulloso de saber quien soy y no dejar que eso, ni lo que piensen los demás me detenga, orgulloso de ser un luchador por mi vida y orgulloso de pertenecer a una comunidad que no para en su lucha por la igualdad. Los derechos LGBTQI son derechos humanos.",hs
1409589642026881024,"Gracias a mis amigxs LGTBIQ+ entendí que el #OrgulloLGTBI no se trataba de lo cool que soy como amiga hetero, ni de mis experiencias como hermana de una cabra diva empoderada, pero sí de seguir entendiendo, acompañando, y luchando.",hs
1414511334251716610,"Y finalizo:Se están promoviendo discursos de odio contra el colectivo #LGTBI, esos discursos son caldo de cultivo para agresiones homófobas. Los responsables de esto son la derecha política y mediática de la que V🤮X es el máximo exponente.#JusticiaParaSamuel#XustizaParaSamuel",nhs
1409625482811744260,La lucha sigue. Gracias por enseñarnos tanto. 🏳️‍🌈🏳️‍⚧️Todo el mundo debería vivir su vida e identidad sin discriminación ni miedo. Con LIBERTAD. 🏳️‍🌈Feliz Orgullo a TODXS! ❤️#pride #pride2021 #Orgullo2021 #Orgullo #OrgulloLGTBI,hs
1412497908025397254,Sé que sigo a las personas adecuadas cuando escriben tweets mostrando que en su cuenta apoyan y defienden los derechos #LGTBI Gracias.,hs
1409468890527244288," Y xq los que vengan detrás puedan ser libres de sentir, vivir, mostrarse y ser como les de la gana sin tener que salir de ningún armario. Porque básicamente somos personas. Iguales deberes = iguales derechos. #OrgulloLGTBI",hs
1413814171649646599," Ya no por eso, por crear problemas y tensiones innecesarias en contra del buque insignia del PSOE, que es la ampliación de derechos y crear una sociedad más justa #LGTBI",nhs
1409631654537093124,"A todes mis amigues y a quienes no tenga el gusto de conocer, #HappyPride #Pride2021 #LoveIsLove #Orgullo2021 #OrgulloLGTBI Que nunca tengan miedo de ser ustedes y de amar con todo su ser ❤️🧡💛💚💙💜🌈",hs
1409497612269633536,"Feliz día a todos 🌈!Es un día para seguir reivindicando los derechos que faltan a nivel mundial pra el mundo #LGTBI!Es un día de lucha contra la #LGTBIfobia!Porque todos somos iguales, todos nos merecemos ser felices y libres! Feliz #Orgullo2021 #OrgulloLGTBI #OrgulloSiempre",hs
1409482432101892099,"Feliz inicio de semana, feliz día del orgullo 🏳️‍🌈🏳️‍⚧️❤️ #Orgullo2021 #OrgulloLGTBI #pride siéntanse orgullosos de ser lo que realmente desean ser y mostrarse sin miedo.",hs
1409490856667664392,"Orgullosa de todo el colectivo que sigue y seguirá luchando por la igualdad de derechos y oportunidades. Todo mi amor, mi respeto y mi admiración #OrgulloLGTBI #OrgulloSiempre",hs
1412328041427214336,Si el día de mañana me matan por ser gay no quiero ninguna persona que apoye la #LGTBfobia en mi entierro y doy mi consentimiento a la comunidad #LGTBI+ para que demuestren que esto no se quedara así #NiunaMas #StopLGTBIfobia #JusticiaPorSamuel,nhs
1412327637595439104," O sea, lo que queréis decir es que sois unos macarras y os gusta apalear maricas, ¿no? Para que quede bien claro.#LGTBI #Homofobia #JusticiaPorSamuel",nhs
1419239078755815425,Contra la #homofobia: el colectivo #LGTBI planta cara al odio.Miles de personas han salido a las calles para protestar contra la #homotransfobia tras una serie de agresiones de desmedida violencia. #YositecreoLGTBIQ #StopHomofobia #StopTranfobia,hs
1409791415324979204,"Es por éste tipo de cosas,que el colectivo #LGTB debe de seguir luchando. Yo siendo heterosexual doy mi apoyo total a esta lucha.#LGTBIfobiaDonde todos somos iguales.#pride",hs
1410213363154571264, Si es incapaz de proteger a los #LGTBI sin violar los Derechos Humanos lo que tiene que hacer es:1. llamarlo por su nombre: FRACASO.2. dimitir.,nhs
1409837940369465346,Tanta gente homofóbica aquí en el Twitter... prestas para criticar y lapidar a quienes no conocen. Esa gente que se somata el pecho y pide clemencia cuando lo necesitan pero q no dudarían ni un segundo en aniquilar la idea de derechos para la comunidad #LGTBI,nhs
1409416631634305026,"Hace gracia como la gente se llena la boca con la palabra libertad por #LGTBI, pero te denominan facha y fascista por llevar la bandera de España en alguna prenda.La ‘libertad’ y el respeto siempre lo reclaman los mismos, y estos mismos nunca lo aplican con los demás",nhs
1411640672457736194,"No se puede dejar que haya partidos políticos que promuevan el odio y normalicen la violencia. Después de crear el caldo de cultivo de odio hacia el colectivo LGBT, hoy lamentamos el primer asesinato homófobo, y vendrán más. Esto hay que pararlo ya. #justiciaparasamuel",hs
1409416455200858113,"🏳️‍🌈Todas ellas coinciden, además, en que la prioridad de la lucha #LGTBI en este #Orgullo2021 está en la aprobación de la #LeyTrans.",hs
1412322789479047170," Qué tipo de personas eran? Yo veo mayoritariamente maricones, bolleras y travestis. Una nueva paliza a personas del colectivo LGTB solo por ser quienes son. ""Se aprecia qué tipo de personas eran"", JUPOL dixit.",nhs
1413655564165472262," #Lgtb enfermos e histéricos.  Vivan sus vidas sin complejos de inferioridad.  Compren una isla paradisíaca ,pero se esterilizan y no salen más  . Y bueno, dígan lo de siempre 🤡""tienen frágil masculinidad ""🤣🤣",nhs
1417507404087013390,"No comparto nada que sea homofobico o que use la palabra marica o gay o que use términos de lgtb   en forma despectiva o como herramienta para ""ofender""a otros.  Por que están es denigrando a las personas lgtb.",hs
1409551905550970882,. Buenas. Soy afiliado vuestro y gay. El discurso que estais llevando este mes en contra de los #LGTB. Está generando un odio entre parte de vuestros votantes a las personas #LGTB que yo desde luego no voy a consentire. NADA MÁS QUE DECIR.,nhs
1413996179545858049,"Pues si, hoy ha ganado el #Feminismo y la lucha #LGTBI Adiós  y.",nhs
1409470462623629316,"Feliz día del #OrgulloLGTBI a todes!! Por aquelles que consiguieron los avances que tenemos hoy en día, y por seguir día tras días reconociendonos por quienes somos, por los derechos de las personas trans que son DERECHOS HUMANOS.",hs
1412160282525417477,"Más que justicia para Samuel (que claro que si), creo que debería haber justicia para los #LGTBI",hs
1410169575317065728, Gente como esos dos energúmenos han matado a muchxs lgbti+ a lo largo de la historia. Bien merecida tienen la paliza. Que se lo piensen dos veces la próxima vez,nhs
1411674428027584518," Tal vez llevas razón, y deberíamos de salir a la calle para patrullas ciudadanas frentes a estos ataques y manifestarnos para una ley lgtbi-fobia pontente para acabar con la violencia, la fiesta tampoco es mala pero igual nos hemos dormido y anestesiado.",hs
1412140567866351626," primero debes conocer realmente que es el amor. Así sabrás realmente que pasa que pasa contigo y tus afectos, quizas padezcas lo mismo que padecen todos los ""#LGTBI"": grupo de personas que exigen como derechos cosas que son solo caprichos propios, el 97% caprichos sexuales.",nhs
1409708084285431811,"Día Internacional del Orgullo LGTB+Ojalá llegue el día en que celebremos la identidad así... Identidad. Sin distinciones.Mientras tanto a poner palabra, presencia y mirada de reconocimiento 💛🧡💚💙💜#LGTB",hs
1409605458072162306,"Soy heterosexual y nunca lo elegí, no lo decidí, simplemente soy.No es una decisión, no es una elección. Todos tenemos derecho a vivir plena y libremente de la forma en cada uno ES, sin tener que esconderse ni sentir vergüenza, eso entiendo que es el #OrgulloLGTBI #Pride2021",hs
1412298000953708545," Este pasado fin de semana un grupo de magrebies en Cataluña le dieron una paliza a un chico por llevar la bandera LGTB y otros a un chaval por robarle el móvil, pero tranquilo, que solo es violencia si lo hace un blanco hetero si no, nadie se queja.",nhs
1411285498669195271,"Porque la gente LGTBI está lejos de estar normalizada. Porque cuando algo no está normalizado, lo tratamos, consciente o inconscientemente, de manera distinta. Unos te dicen que un personaje gay en una serie es ""diversidad forzada"", pero otros te matan de una paliza.",nhs
1409487524154777604,"¡Feliz día del orgullo chicxs!🏳️‍🌈Y recuerden... No buscamos tolerancia, buscamos el respeto que nos deben.#Pride2021 #OrgulloLGTBI #Orgullo",hs
1409541991160061963,"Sueno con el día que en Venezuela el día de orgullo las instituciones públicas y privadas , Fisicamente y por las redes se vistan de tricolor, y exista una legislación fuerte y clara contra la discriminación y a favor de la diversidad #OrgulloLGTBI",hs
1409559620973170697,"Y ahora a mis 42 años comparto mi vida con la persona que quiero,sintiéndome libre y feliz,por suerte los niños de hoy tienen muchos referentes y eso hace del mundo un lugar mejor, así que FELIZ  #Orgullo2021 #OrgulloLGTBI",hs
1411955852630802432,Qué tal si nos dejamos de usar las cosas a ver si sacamos un beneficio y bla bla bla y hacemos una lista de las cosas que pasan realmente con la comunidad #LGTBI en el mundo ?Ponemos el foco en las leyes anti trans en el mundo ?Un repaso a SOLO USA,nhs
1412017843202408449, No tenemos porque aguantar que gente asi esté libre sin ningún problema cuando son parte del mayor problema. Como me asesinen por lgtb será culpa vuestra por no detenerlos. Porque si los veo por donosti les meto yo la paliza a ellos.,nhs
1411462893917310979," No me molesta nada de eso. Me molesta que estás otra vez intentando difuminar tanto la cuestión que acabe evitándose decir lo que ocurre. Hay una violencia especifica contra la personas lgtbi que además está aumentando. Y luchar contra eso es cuestión de dignidad, fin",hs
1409566747976519688,"feliz día del orgullo a todes, feliz de q sea mi 5 año celebrando este día siendo parte de la comunidad, feliz de poder seguir estando y sentirme orgullosa al decir q soy bisexual y recuerden q está bien no sentirse segure de quienes quieren ser aún #Orgullo2021 #OrgulloLGTBI",hs
1413589767963414534, En el fondo tienen la misma ideología y piensan lo mismo sobre los derechos del colectivo #LGTBI. eres simplemente un miserable.,nhs
1418966365092917250," En cierta parte tiene razón, la homofobia no es en si una fobia, son gente imbécil que les da asco la comunidad lgbt xd",nhs
1409596805197799429,"Este día se reivindica porque todavía queda mucho camino por delante.No sólo se busca la simplicidad de amar a quien se quiere amar, sino también de ser quien quieras ser. #Pride2021 #OrgulloLGTBI",hs
1409554338192756742,Recuerden que no solo en junio se lucha y da visibilidad a la comunidad #LGBTQIA el mes se termina no la lucha #pride #OrgulloLGTBI,hs
1409454560754688001,"En, como no puede ser de otra manera, estamos a favor del #progreso! Somos personas y como tales no entendemos diferencias entre género, raza o sexualidad.Feliz día del Orgullo LGTB+ #LGTBI #EqualityForAll #OrgulloLGTBI 🏳️‍🌈",hs
1409533961613807616,"📻: Recuerdo el #Orgullo de 2015, el primero que se abrió el ayuntamiento al movimiento y a las organizaciones #LGTBI. Recuerdo que todo el mundo lloraba de la alegría. Son cosas que será muy difícil de tirar atrás.",hs
1415712987822895114,"Señores que la ley #LGTBI que señala la UE no es política de controlar a Hungría y Polonia, son derechos y libertades fundamentales hacia esas personas que son de carne y hueso como nosotros. No seamos del pensamiento del Brexit para ocultar la homofobia.",hs
1412746135396139009,Otra cosa que no entienden los negacionistas de la lgbtfobia es que mañana te pueden matar a ti de una paliza si haces algo por lo que remotamente les puedas parecer lgbt+,nhs
1412757681392295941,"Si eres hetero, te vas de fiesta con tus amigas y te dan un paliza a grito de ""Maricon de mierda"", aún que tú no seas LGTB, la agresión es LGTBfoba. Más que nada porque ponen como refuerzo a su agresión que tú eres un ""Maricon de mierda""",nhs
1419032319529295876," La #peru 🇵🇪 asustada, esperando ser liderada por el campesino #socialista, anti #lgtb+, #discriminador, #machista, #testarudo y #conformista",nhs
1409457655500972043,"esto va para la niña que fui que no entendía que le pasaba, que se enamoró de una chica con 15 años y por fin supo quien realmente era ella. Ahora a sus casi 20 años doy gracias a mi família por haber sido ese apoyo que necesitaba cuando no me comprendía. #Orgullo #OrgulloLGTBI",hs
1414297324885626884,"No sois feministas, sois transfobas. Habláis de misoginia cuando vosotras la ejerceis porque una mujer tiene pene o esta operada. Es una mujer, me da igual lo que digan #LGTBI #Transfobia #TERFs",hs
1413473210516000768," ¿Crear problemas? Un 45% +de agresiones a personas LGTBI desde 2015,este fin de semana pegaron una paliza entre 10 a una pareja en Vlc, a Samuel lo mataron entre 13, en Bcn hay agresiones cada 2 días, en Svilla se están librando también cacería… ¿¿crear??",nhs
1409562877623742470,"La sexualidad no se escoge, se descubre, uno no decide que es lo que será, solo está en si mismo aceptarse o rechazarse y cegarse a las críticas sociales.🏳️‍🌈 #FelizLunes #OrgulloSiempre #Pride2021 #OrgulloLGTBI",hs
