text,id,binary,multiclass
"Naomi deseando que Adrián cruzase el límite para poder cruzarlo ella… Estaba deseando tener algo con el italiano,anda que no!!!😂 #LaIslaDeLasTentaciones7",6875,Not Hope,Not Hope
como desearía que los bts salgan de la pantalla y m digan smut laik parer,8226,Hope,Unrealistic Hope
"Ben,  La tendencia está desde la pretemporada: ya se sabe para que estamos. A rezar y a sumar como sea. Y que vuelva el fantasma del descenso.",6428,Not Hope,Not Hope
"James y David, Yo creo que este hombre duerme con la tal Vilchis para ponerse de acuerdo en la mentirás e infamias mañaneras",7071,Not Hope,Not Hope
"Paul,  La policía no fue a intervenir el local. Fueron a mamar waffles. La delincuencia que espere.",6050,Not Hope,Not Hope
"#DM JLO📍#Atusparias  Leopoldo Cervera, ha estado 5 años lejos de la iglesia🥺 Lejos de Dios sufrió, lloró y se lastimó,  aún así, siempre anheló volver a casa🙏 Hoy tomó la firme decisión de volver al Señor y este Sábado 04/03 se bautizará en el nombre de Jesús🥰 #Reencuentro #URL#",6446,Not Hope,Not Hope
"y me duele tanto levantarme y apenas abrir los ojos sentirme muerto, duele tanto que desearía que nadie existiera, desearía sentir esa seguridad que en algún momento sentí en compañía. deseo que no duela tanto mañana, no quiero alejar a más personas, no quiero sentir como muero",1512,Not Hope,Not Hope
"Peter,  DESEARIA PODER ABRASARLA I DESIRLE LO HERMOSA QUE ES.POR DENTRO Y POE FIERA",5275,Not Hope,Not Hope
"RT Nick y God, No pierdo nada intentando, arriba la esperanza abuelita 😭🙌🏼",2647,Hope,Generalized Hope
"David,  Es diferente, Rubin era un pelotudo  de un partido chico. Bachi tiene una estructura bien montada detrás. Ojalá  no entre  Pero lo veo difícil.",3499,Hope,Realistic Hope
estoy en el aeropuerto y una abuelita se me ha acercado diciéndome que es la primera vez que coge un avión sola y que si puede sentarse al lado mia a esperar que está un poco perdida es que señora necesito darle un besito en la frente 😭 pidame lo que quiera,3168,Not Hope,Not Hope
"Cada vez James,  saca un tema mejor, cada vez me vuelvo más admirador de su manera de expresarse🥰  Que chévere poder estar presente desde Primer amor, que chévere ver su evolución. No se me quita el sueño y anhelo de trabajar con ella, es un objetivo🥹🙏🏽❤️",1141,Not Hope,Not Hope
"Yo creo que tengo covid no le siento sabor a nada , solo a tus besos bebé. 😘😘",6117,Not Hope,Not Hope
"RT Michael,  🗣 «Tal y como van las tendencias, creo que el PP podrá hasta gobernar en solitario»   #URL#",6903,Not Hope,Not Hope
"Todas, A ese SMG le rezo todas las noches, EL MEJOR",3103,Hope,Generalized Hope
"Sam,  Así es, llevo siendo consciente de ello desde 2016, aunque llevaba mucho más tiempo preguntándome por qué era tan ""raro""... por eso creo que se debería visibilizar más esta sexualidad, para no pasar por las cosas que pasamos buscando nuestra identidad 😅",2222,Not Hope,Not Hope
"Tom,  Estoy de acuerdo. Pero compare el presupuesto de este equipo con otros. Estamos lejos. Siempre quise que a este equipo lo comprara un petrodolar.  Tenemos algo que el PSG se desearía, esa mística, y eso ya se trae de natural. Cosas que el dinero no puede comprar. Si me entiende?",1921,Not Hope,Not Hope
"Tom,  Yo creo que más que razonable, incluso... Pero qué mieu!!!!",8790,Not Hope,Not Hope
"Peter,  me estás deseando algo que siempre busco, que risotaksdnksnd",7708,Hope,Generalized Hope
"Tom,  Leonel lo que que explicar es , por qué regaló El Oro de la Barry Gold y vendió los ingenios de la Zona este?",198,Not Hope,Not Hope
"Ethan,  Son las decentes ALSJLAKDKS es que edito y después dejo para que mueran ayuda  IGUAL Q BOMNITA CUENTA REZO #URL#",8873,Not Hope,Not Hope
Que incómodo es esperar sin hacer nada porque literal no puedes hacer nada,4589,Not Hope,Not Hope
"Michael y Sarah, Y sí usas a Bardock que te incrementa el 100% de energía, Dende en las curaciones y El Dragon Shen Long con un único deseo para guardarlo de manera sabia posible",4757,Not Hope,Not Hope
"mis favs logran lo que nadie logra conmigo. 1. escuchar un podcast completo sin que me de aueño. 2. que espere desesperada a que sea lunes. (primero con check in, luego bilateral y ahora human of interest).",3281,Not Hope,Not Hope
"Matt,  Bueno Santo Padre, entonces venga a Argentina. Muchos tienen fe, la esperanza nos mantiene cuerdos, sólo falta su caridad.",4674,Hope,Generalized Hope
"RT James,  Vete alv el mazapán está a 15 varos en Liverpool pos es de oro o k chingados #URL#",974,Not Hope,Not Hope
tengo un sueño hp y siento que me voy a dormir en esta clase,8719,Hope,Unrealistic Hope
creo que se cayó servipag o transbank....no puedo hacer pagos online,521,Not Hope,Not Hope
"bua que feliz he sido en el sueño de hoy, me he levantado llorando.",7784,Not Hope,Not Hope
"Max,  Mucho más que feo. Si no me consideras adulto para trabajar desde casa, no me pidas que sea un adulto cuando quieres tutelarme en una oficina. Si me tratas como un niño tendrás un niño grande en la oficina (deseando largarse).",6607,Not Hope,Not Hope
"Ben,  El sueño de gadafi poco a poco se va dando",6555,Not Hope,Not Hope
"Vaaaaaaamos al directo para probar la nueva build de Alex,  con las novedades de coches y circuitos nuevos. Por supuesto, aún sigue de mantenimiento, así que primero toca esperar hasta que le den al botoncito verde.  ¡Arrancamos YA!  #URL#",6751,Not Hope,Not Hope
"Mike,  ¡Hola! Soy Dania y estoy aquí para resolver tus consultas, sentimos mucho las molestias ocasionadas, sin embargo, ¡Déjanos mejorar tu experiencia! Escríbenos al DM y estaré esperando tu mensaje 📩📭 ^Dania R.",8806,Hope,Generalized Hope
"Alex,  Yo estoy deseando jubilarme para rascarme a diez manos. Si no me da la guita, voy al comedor municipal a comer.",2283,Hope,Realistic Hope
Neptuno esperando a que me cuelgue del tridente después de haberme vaciado dos botellas de Bombay para celebrar la Liga Torres #URL# #URL#,935,Hope,Unrealistic Hope
yo desearía tener la capacidad mental que tengo ahora cuando tenias 21,4761,Not Hope,Not Hope
"God,  Estimada, no nos deje con la espina, haga de cta q somos psicologos/as y cuéntenos el sueño 🙏",7298,Not Hope,Not Hope
Camara de Transportistas Centroamericanos CATRANSCA reciben nuestras propuestas y se suman al anhelo de hacer grande a Guatemala #sísepuede #hagamosgrandeguatemala #fepyme #catransca #URL#,8751,Hope,Unrealistic Hope
"Paul y Sam, Esta correcto, yo no digo que no sea falta, ni que no sea roja, yo solo digo que no hubo mala intensión! Solo eso, porque leo por ahí que lo quieren mandar a matar a Calderón, y la verdad no me parece, yo creo que por la expulsión el también fue víctima de la infortunada jugada",4038,Not Hope,Not Hope
"Me acuesto pensando en algo, sueño con eso y me levanto con la cabeza en una. Porque soy asiiii",4715,Not Hope,Not Hope
"Hoy cumplo 3 meses en mi laburo y quedo oficialmente fijo,puede parecer una boludes pero no saben todo lo que espere este momento. VAMOOOOO⚡️",2713,Not Hope,Not Hope
"Les deseo goce y placer bajo el climax 🌕 de esta calurosa noche.   ""Si estás oculta ¿Cómo sabré quien eres? Me amas a oscuras Duermes envuelta en redes Signos Mi parte insegura Bajo una luna hostil...""  #URL#",3039,Not Hope,Not Hope
dios m duele la panza y no se porq pero no aguanto más y tampoco quiero faltar al colegio voy a rezar para que se m pase,2494,Not Hope,Not Hope
Realmente fue la persona más falsa y muchas cosas más . Que no desearía que nadie se cruce con alguien así,149,Not Hope,Not Hope
"Porque aún que duela, ya acepté como se siente Prefiero morir sabiendo que algún día lo intenté Y aunque de ti no espere nada, quiza' llegué esa llamada  Diciendo que tú también por mi lo siente'",8909,Hope,Unrealistic Hope
"¡Muchas felicidades por su cumpleaños a la Dip. Mike,  🎂  Un gran referente y apoyo para la juventud en el Mike,  deseo un feliz día Congresista 🎉 #URL#",4494,Hope,Generalized Hope
"Y hay días como hoy en los que desearía volver a sentirme enamorada de alguien, y que sea mutuo, compartir mi día a dia, salir a cenar, ir de fin de semana, sentir que alguien me quiere, me procura y viceversa. ☹️ Pero creo que  es solo un bajón, una lloradita y se me olvida 🤙🏻",9047,Not Hope,Not Hope
"Acabo de llegar a casa y me encuentro en el buzón un""aviso de llegada""de correos para que vaya a recogerlo allí xq no estaba en casa y me pienso que será la camiseta que estoy esperando y resulta que leo por el otro lado que es carta certificada de la Guardia Civil!Cago en dios🤦🏻",4792,Not Hope,Not Hope
"Joe,  Gracias Lizardo. Desear buen día, es anhelar que todo nos salga bien. Cuidar ese fuerte lazo de cariño y buenas vibras, que lograste,con quienes te conocimos desde tus inicios y en vos tus valores, lo bella persona que sos, tu contenido de excelencia y un fandom adorable. Te🤍mos #URL#",4063,Hope,Generalized Hope
"Eric,  buen punto como q desearía tener un hijo pero la parte en donde tienes que pagarle de todo hasta min 25 años si es medio inservible me genera como agarrar un cuchillo y enterrarmelo en los ovarios",5988,Not Hope,Not Hope
"+ correr una maratón.  Añadió la escocesa, exponiendo la impresión que el hombre de cabellos rubios le generaba. Se cruzó de brazos, esperando una explicación, esta vez a todo lo que esa situación involucraba. ¿Qué hacía en su hotel? ¿A qué tipo de salida se +",5718,Not Hope,Not Hope
"Peter,  Y en Los Miserables al menos le tocó ser enfermera. Pero ansío una profesión así como lo de ser doctora, me encantaría verla en un papel así",7535,Hope,Realistic Hope
"Mike y Matt, Pagas tus impuestos rata, que mi sueldo no puede esperar por ti, sin verguenza 🤣",7129,Not Hope,Not Hope
ALDEA  Mi blanca soledad —aldea abandonada.  Revuelo de perezas sobre la torre de un anhelo que tañe sus horizontes.  Pintadas negras de la desolación. Yunques abandonados y puentes solariegos.  Se ha sentado el dolor como un cacique en el banquillo de mi corazón.,4953,Not Hope,Not Hope
"Jack,  No sé quien es, pero por qué esperar.   Que se vaya ya.",8203,Not Hope,Not Hope
"El taping, las meditaciones, rezar, los masajes faciales, el skin care, no olvidarme de los 2 litros de agua, el gym, cuidarse con la comida y todo lo que hago por mi... Es impresionante.  Me dijeron ""sos tu propia empresa"" y me la creí.",8547,Not Hope,Not Hope
"Todas, Me parece despreciable y oportunista tu politicoide postura. Ojalá que nunca te secuestren, roben o vioen a ti o alguien de tu familia, porque hablas con la autoridad que sólo tienen las víctimas. Deja de mamar y hacerte tanta puñeta mental.",2534,Not Hope,Not Hope
"Caso Pékerman, unos aseguran su salida, otros no, cómo todo en Venezuela y especialmente cuando tiene que ver con la Vinotinto, una cortina que no deja ver nada claro, toca esperar en un momento en el que se venía lo serio.",6625,Not Hope,Not Hope
Osea yo ya no pido que lo saquen del equipo directamente le deseo la muerte #URL#,1083,Not Hope,Not Hope
"Max,  Gracias!! A ver qué pasa al final. En mayo sale la adjudicación definitiva y luego a esperar a ver si hay plaza donde estoy ahora y me puedo quedar igualmente. Esperar, esperar y esperar 🤷🏻‍♀️",2009,Not Hope,Not Hope
"James,  No. Ateo. Los días en que me levanto c/ gran respeto al universo, a lo mejor me siento agnóstico. ¿Se puede preguntar por qué estás necesitando rezar?",5948,Not Hope,Not Hope
"Eric y Paul, Mi ansiedad algo me dice, pero mis 4h de sueño también 🥲ajjaj",8530,Hope,Generalized Hope
ansío el día en que pueda salirme de mi casa,4206,Hope,Unrealistic Hope
"Matt y Max, Desearía tanto que hubiera psado algo así, sentiría un alivio enorme",3464,Hope,Unrealistic Hope
«..Creeme cuando te diga que me voy al viento de una razón que no permite esperar..»canta Pablo Milanes #URL#,1374,Not Hope,Not Hope
"Joe,  Y a ti te mola y se nota a kms jaja. Pero creo que el no tiene capacidad de amar a nadie más que a sí mismo😢, o da esa sensación. A la mínima salta como un perro apaleado. Quizá por los traumas que dice tener. Yo creo que no le vienen solo del colegio y ojalá un día los supere.",1376,Hope,Generalized Hope
"Alex,  Yooooooo, a veces hasta soñaba que teníamos una vida juntos y vivía envidiando a la vecina de Exo Next Door deseando ser ella 😭😭😭😭😭",824,Hope,Unrealistic Hope
"Peter,  Yo creo que en cualquier momento se muere de una sobredosis",3126,Not Hope,Not Hope
El último tuit del gobernador de Tamaulipas deseando «alegría y felicidad» mientras el FBI pide ayuda por el secuestro de cuatro ciudadanos estadounidenses en Matamoros. ¿Cuántas horas —o días— tardará en pronunciarse sobre estos lamentables hechos? Maquillan la realidad. #URL#,2130,Not Hope,Not Hope
"Alex,  naa no creo, encima esta la luz apagada así q ni veía ajsj",1527,Not Hope,Not Hope
"""Creo que llamaré a esta canción las cosas que no pude responder""",3298,Not Hope,Not Hope
"Virtud del amor a Dios Flor: Girasol, simboliza la Paz, la vitalidad y la eternidad. Seguir a Dios siempre. Color amarillo: el color del oro, es el color dorado de la Gloria de Dios. Rezar un Padre Nuestro, un Ave María y un Gloria. #URL#",777,Hope,Generalized Hope
siempre espere a que dijeras algo más o al menos un adiós  #URL# #URL#,2857,Not Hope,Not Hope
Autoridades se reúnen con Agrupación de Transportistas de Turismo para trabajar en la importancia del estado de rutas en Última Esperanza #URL#,3849,Not Hope,Not Hope
"Lo voy a sostener por siempre no va a ver nadie en este mundo que le de más amor y que este tan presente en la vida de sus nietos, más que mi mamá 💖💖 como desearía que ella fuera eterna",2937,Not Hope,Not Hope
"Nick,  QUE INICIE LA LEY PATRIOTA ...... ESTOS ANIMALES ESTAN PROTEJIDOS POR LOS DE MORENA..... SE TIENE PRUEBAS ....Y TESTIGOS .... QUE ESPERAR.... DE UN TARTUFO ....",165,Not Hope,Not Hope
El Heredero de La Atlántida retó al Rey de Plata y Oro a un duelo frente a frente y el mismo ha sido confirmado para el Viernes 10 en la Arena México.   📸 #URL#    #CMLL #LuchaLibre #ViernesEspectacularCMLL  #njcmll | #FantasticaMania2023 #URL#,4389,Not Hope,Not Hope
"JSJSJSJS le acabo de decir a mi mamá, no rezo, me rezan JAJAJAJA y me miro con una cara como de decepción JKAAJKA",8988,Not Hope,Not Hope
"Mike y Matt, Que se espere el planeta ese con la prisa joe 🤣🤣",4930,Not Hope,Not Hope
"Joe,  El que no se entera de nada eres tu creo pero OK",7559,Not Hope,Not Hope
En estos momentos desearía tanto el abrazo de mi abuelito que con sus manos cálidas y su voz me dijera que otra vez voy a poder salir adelante que esto solo es un bache y que si se puede salir de nuevo😔💔,5211,Not Hope,Not Hope
ojalá esta historia fuera foto pa que yo la deslice,1051,Hope,Unrealistic Hope
Rezo cada noche para que Diosito me cuide el corazón.,7447,Hope,Generalized Hope
Ni a mi peor enemigo le deseo perder a su papá Dios mío me da escalofríos 😭,2821,Not Hope,Not Hope
"Tom,  gracias, estoy tratando de descansar, esperando que aparezca un nuevo mapa en el juego, pero como no tengo nada que hacer, estoy jugando de nuevo :/ espero que puedas levantar trofeos con gus!!",9003,Hope,Realistic Hope
"Matt,  Pero hay que rezar antes de odiar, mentir, matar o traficar, ""el que peca y reza empata""",4882,Not Hope,Not Hope
"Deseando oírte Michael,   Seguro que habrán cosas muy interesantes #URL#",7219,Hope,Generalized Hope
". Ben,  ya está en balotaje!!  JxC se cae por #LarretaNoVasASerPresidente !   Ahora necesitamos fiscales para que no nos roben la esperanza.  Súmate a la campaña y no paramos hasta que el León asuma el 10/12/23!!   Link: #URL# #URL#",1745,Not Hope,Not Hope
"Extraño mucho a Lou, extraño verlo en vivo, estar ahí con el cantando, desearía poder vivir en ese día siempre, aparte mkkk, vean lo precioso que se ve mi amor No puedo con lo mucho que lo amo 😭me salvó de tantas maneras #URL#",5986,Not Hope,Not Hope
"Cuántas noches deseando verte ¿Cuánto tiempo perdí en volver a verte? Cuántas noches durmiendo juntos Sé que fue pasado, pero aún te anuncio Si no me quieres, dímelo de cerca Susurra a mi oído y, tal vez, no duela",8039,Hope,Generalized Hope
"Michael,  Rezo por ti! Pero para que te vayas al infierno babosa! 😂🤣😅😹",1996,Not Hope,Not Hope
"Eric,  Esta mujer sigue deseando el mal a Colombia con tal de atacar al gobierno. No se cansa. ¿O es que ya está planeando más secuestros con sus amigos?",9100,Not Hope,Not Hope
"God,  bueno, pues ojalá me fichen en algun proyecto relacionado con futbol, seria muy feliz! como tu has dicho al final ese es mi contenido y es igual de valido que otro, no todo se centra en twitch, aparte que con numeros puedes hacer muchas otras cosas guays",9042,Hope,Generalized Hope
"la gente que se te pega en filas, paradas de coles o donde sea que haya que esperar????? te podes correr la reconcha tuya",2424,Not Hope,Not Hope
"Si la sangre fuera oro, desearía bañarme en tú periodo.",6468,Hope,Unrealistic Hope
1a semana q non salo dende q rematamos exames no lo voy a llevar bien yo creo,6986,Not Hope,Not Hope
desperté otra vez de un sueño que inmediatamente se convirtió en un proyecto y todo lo que puedo decir en este momento es: todo el mundo* es trans  *las protagonistas,1940,Not Hope,Not Hope
"Si me preguntaran de qué va Ker3, diría que nuestro mayor sueño es hacer parte del sueño de los demás, impulsar sus proyectos con las oportunidades q nosotros no tuvimos, pero que amamos lo que hacemos y estamos dispuestos a aportar el mayor valor posible a la vida de los demás. #URL#",4238,Hope,Realistic Hope
"Todas, Aquí donde me ves, estoy deseando que el peque duerma para leer un rato ;)",7943,Not Hope,Not Hope
"TE AMO PROMISE, YO SIEMPRE TE ESPERÉ Y HOY SE VUELVE REALIDAD WIIIII",5113,Not Hope,Not Hope
yo creo que lo que nos mantiene mas humilde a los latinoamericanos es jlo diciendo “mi gente latino” 💀,1144,Not Hope,Not Hope
"Mi salud mental vale más que esa plata, que se espere y ya.",2337,Not Hope,Not Hope
"Por favor difundir, el día de hoy (lunes 6 de marzo) siendo las 5:30, en el Transmilenio en el que iba, vi un sujeto en condición de calle con un celular de buena gama, el señor se bajó en la estación 39, lo detuve y espere que llegara la policía. #Transmilenio #Robo #Bogota #URL#",3687,Not Hope,Not Hope
"Jack,  pero después salís a decir “enfermita de la cabeza” cuando vos no conectas ni dos neuronas, tenes una falta de educación y un complejo de inferioridad tremendo, yo q vos empezaría por ir a terapia, pq sino te va a seguir yendo mal por bocona, besito y ojalá te recuperes pronto 💗",4528,Hope,Generalized Hope
"RT Joe,  ojalá que hagan un proyecto de ley en donde se le prohíba relatar a claudio palma",7902,Hope,Realistic Hope
"desde 2019. Anhelo que tengamos todxs el mismo objetivo: hacer de este un país mejor, un país democrático donde se respeta al Parlamento y fundamentalmente donde se trabaje por y para los derechos de cada argentino y argentina. +",8749,Hope,Realistic Hope
"Espero ver tu foto con los hombres de tu familia, viendo cómo están conscientizados, porque no creo que seas de dientes para fuera #URL#",6834,Hope,Realistic Hope
"Todas, Amigo nosotros que somos locales llevamos esperando años por un arreglo digno y decente en el Monumental en varios sectores la visibilidad es mala por las rejas que dividen, no es solo con la hinchada visitante.",2548,Not Hope,Not Hope
"Ben,  Sip, solo toca rezar para que funcione bien qwq",3320,Not Hope,Not Hope
"Michael,  darcy buen dia te oigo siempre en La FM y desearia xfa un saludo tuyo mañana 1 de Marzo gracias",2171,Hope,Generalized Hope
"Max,  Con ese apellido y esa cara no se podía esperar otra cosa...",3706,Not Hope,Not Hope
"Algunas veces desearía tener pareja , pero simplemente no me puedo ver con una 😭 es raro PIpiPipi",3053,Not Hope,Not Hope
"Tanto tiempo espere ver esta foto, te la merecías desde hace tanto BESTIA! Joe,  #URL#",7139,Not Hope,Not Hope
"John,  Opinión personal: a mi la de españa no me gusta na. Ósea la chica tiene un vozarrón pero la canción me da un sueño increíble",2277,Hope,Generalized Hope
"La versión solista de canción para mi muerte,  oro vibracional 🚬",4689,Not Hope,Not Hope
"En Vampire Diaries existe una especie de botón, que si lo apretás suprimís todos tus sentimientos. Irías por la vida como si nada te importara y nada te podría lastimar emocionalmente. Como desearía que existiera eso.",27,Hope,Unrealistic Hope
"Pensativa hoy, mi alrededor cada día la medito, reflexiono, soy sensible a las injusticias...rezo y se me pasa. #Nicaragua #URL#",6444,Not Hope,Not Hope
"gracias a mí es que todas esas muchachas creen que usted es buen mae cuando ambos sabemos que no es la situación 😭 y creo que deberían de darse cuenta por la manera en la que usted habla de quién hasta hace una semana y media era el ""amor de su vida"" jajaja",834,Not Hope,Not Hope
Deseando ver a Aston Martin en un futuro peleando con Red Bull en este año que si seria increíble.,1477,Hope,Generalized Hope
"La décima de Alex,  fue algo muy parecido a como cuando a la familia de un paciente terminal le dicen: “deje que coma lo que quiera, llévelo a dónde quiera ir” ojalá que no.",8729,Hope,Generalized Hope
dicen que tae también está esperando que salga el mood photo pero estoy segura que ese hombre ya lo vio muchísimo antes 😭💕  JIMIN MOOD PHOTO #Jimin_FACE_Is_Coming #FACEMOODPHOTO,6781,Not Hope,Not Hope
Última semana de los 26. Ansío tener 27 y dejar atrás todo lo malo de los 26.,1831,Not Hope,Not Hope
"John,  ⠀—Eso es lo que trato.  ⠀Le dijo. De verdad trataba. Incluso ahora en el estado en el que su cuerpo se encontraba seguía tratando.  ⠀—Siempre traté de que esto no se me saliera de las manos. A veces desearía no haber nacido con esto, ¿sabe? Sería mucho más sencilla ›",1369,Not Hope,Not Hope
"Apostar por Alex,   es hacerlo a caballo ganador. Gran marcha ""La Santísima Trinidad"", para la Alex,  Deseando escucharla en la calle. #URL#",6108,Not Hope,Not Hope
"Matt,  Broche de oro para una edición de recontar mierda.",7215,Not Hope,Not Hope
"esta trabajando, no creo que sepa que estoy usando... tal vez un poquito.",6752,Not Hope,Not Hope
"RT Jack,  ojalá tengan un grupo d amigos han copado como el mío 🫶🏻",6287,Hope,Realistic Hope
"Todas, Imbécil ponte un pañal y ojala ya no te metes y te de diarrea con hipo",6958,Not Hope,Not Hope
"John,  Ni siquiera la sueñes, ni acaricies ese anhelo, el único gallo más chipocles es John,   para la presidencia",3682,Not Hope,Not Hope
cnco sacando fechas y no poniendo en españa NO ME CUELGO PORQUE QUEDA ESPERANZA,1932,Hope,Generalized Hope
Hyun es demasiado lindo con cualquier cosa que se ponga pero este outfit se le ve DEMASIADO BIEN parece actor de película de acción y rezo para que algún día se haga realidad  #20DaysWithHYUNJIN  #TrendsetterHyunjin #URL#,2363,Hope,Generalized Hope
"Mike,  Abra que esperar si bitcoin sube o baja, creo que va a bajar más. Debido a la situación macro, y otros temas negativos para BTC",3713,Not Hope,Not Hope
"Ben,  Bronca,tristeza,y muchos etcs más.Amo Rosario y anhelo volver otra vez!!! 😡Terrible como viven allí!! Si de algo sirve,mi solidaridad MT!!! 🫂",5634,Not Hope,Not Hope
"RT Mike,  Esperé todo este tiempo hasta Min March para subirla 🥰💜#ARMYSelcaDay #ARSD #URL#",7469,Not Hope,Not Hope
"que grande taehyung haciendo vivo para esperar con nosotras las primeras fotos de face, reacciono a las fotos de mi novio en vivo [REAL] (click aqui)",4759,Not Hope,Not Hope
tengo que dejar de procrastinar en comprarme nuestra parte de noche porque cuando menos me lo espere el libro va a estar a 10 lucas,677,Not Hope,Not Hope
Mi mayor deseo es tener gemelos para no saber cuál es cuál. 🥹🤣,1454,Hope,Unrealistic Hope
"Ethan,  Que salga ya ese fragmento en físico yaaaaaa. Me va a pasar como el GIF 👇 de tanto esperar. #URL#",9169,Not Hope,Not Hope
"RT Sam,  Rezo cada noche para que Diosito me cuide el corazón.",7801,Hope,Generalized Hope
"Paul,  Yo espere el tuyo pero ni un hola se te escapa",4773,Not Hope,Not Hope
"James,   He dado un mensaje de esperanza. Pero no en directo. Pero han mandado a sacar dos esculturas de esperanzas en Sevilla. James,   No sabían que el vino soy yo,by me cortan el camino para que todos me oigan. Me están haciendo el calvario un año  Hechos. #URL#",3514,Not Hope,Not Hope
"Ben y John, Va tocar rezar porque si va jimenez pachuca nos vacuna",6033,Not Hope,Not Hope
"RT Peter,  Si pensaban que la voz Bad Bunny y el gallo de oro ere fea, ahora va mezclada. #URL#",4836,Not Hope,Not Hope
ansío el día en que me pueda ir de aquí y no volver jamás,7251,Hope,Unrealistic Hope
"No tengo remordimiento alguno, porque pregunté, pedí respuestas y esperé, esperé algo que sabía que no me iban a responder, pero esperé... No voy a lamentarme por alguien que siempre prefirió el silencio y la distancia, no voy a lamentar soltar.",6906,Not Hope,Not Hope
Felizmente llego el día que espere por meses 😭 Hoy te veo mi vidaaaa! A dejar el pulmón en cada canción. #URL#,5899,Hope,Unrealistic Hope
"xd(? hago lo que puedo sbs, ya dije que todo el finde estuve fuera y aún así subí una pequeña actu, y ayer me moría de sueño y subí tmb, tengo una vida anon, soy estudiante por si no sabías 🐥 #URL#",899,Not Hope,Not Hope
"RT John,  Buenos días a mi Familia  Tuitera ❤️  Hoy no es un día alegre. Mi madre se está apagando. Sólo os pido rezar por ella🙏❤️",6853,Hope,Generalized Hope
"Eric y Alex, 🥶🥶🥶🥶 me dejas helada solo rezo xk ojalá no tengas más hijos 🙏🙏🙏🙏🙏🙏",3596,Hope,Generalized Hope
"Max y Peter, Esperar a que nombren un nuevo ministro para que firme los contratos sería dejar sin trabajo por más días a cientos de deportivas que necesitan comer, pagar arriendos y demás. No le coman cuento al presidente, averigüen bien cómo funciona la contratación.",7444,Not Hope,Not Hope
¡#FlavioAzzaro 🗣️⚽️ HA EMITIDO en #YouTube! 🇦🇷 Nuestros datos 🧐 :  ▶️ ESPECTADORES 👁️ : 4.237 ▶️ MINUTO DE ORO 🔥 : 6.069 [02:56h] ▶️ VISITAS ✈️ : 25.279  #ElLocoYElCuerdo #URL#,592,Not Hope,Not Hope
"Todas, Yo creo en Dios porque cientificamente se sabe que el adn no tiene inteligencia para generar la evolucion y mucho menos para haber creado sexos y capacidad reproductiva para cada especie. Si me explicas como eso fue posible sin intervencion divina te dare la razon.",2685,Not Hope,Not Hope
cómo desearía que este estilo me quedara bien 😭😭 #URL#,6975,Not Hope,Not Hope
Me mata como de repente el sueño de la minita es formar una familia con el amor de su vida (? Yo compro igual,3338,Hope,Unrealistic Hope
"Qué bien que haya directo, aunque yo no creo que pueda verlo por la hora, a ver si alguien lo graba 🥺",7685,Not Hope,Not Hope
"Desde que probé las muestras quedé así :O, nunca me espere que supieran tan biennn #URL#",7042,Not Hope,Not Hope
"Tom,  Me fue revelada en un sueño , no ahora en serio debería estar por internet , aquí en tuiter llevaban el conteo hace ya tiempo",234,Not Hope,Not Hope
"David,  Estamos deseando que vuelva a sonreír y ver sus proyectos. Buen día! #KeremBürsin",1872,Hope,Generalized Hope
"Paul,  Lo triste es que me creí el baiteo, porque mi internet es una cagada, y yo esperando a que se mostrará la imagen 🙃",5469,Not Hope,Not Hope
Little miss no duerme en dos días y se sobrecarga como si no tuviera trastornos del sueño,3833,Not Hope,Not Hope
tú eres la pasión y yo el deseoooooo pienso q es un sueño q ni me lo creoooooo,8389,Not Hope,Not Hope
"Peter y Paul, Espere que ejerza la Alcaldía, a ver cómo se desenvuelve, todavía no adule a su apreciada amiga... espeeere... con calma... con paciencia.",6457,Not Hope,Not Hope
"¿Por qué la gente siempre tiene la misma imagen de mi?   Es como si las personas que no me conocieran, se ensañaran conmigo y comienza el mismo webeo de siempre.   Estoy cansado de eso, desearía morir",3845,Not Hope,Not Hope
"#Sugerencias: Copas para todas, un anhelo a futuro 👉El uso de copas menstruales aún no es extendido en #CiegodeÁvila, por causa del desconocimiento o la dificultad para adquirirlas, a partes iguales. Eso no quita que las queramos en un futuro cercano #URL# #URL#",5522,Not Hope,Not Hope
Ayer desperté muy enferma y hoy aún sigo estándolo así que por eso no hubo stream y creo que hoy tampoco. Perdón. 🥲,3116,Not Hope,Not Hope
"Matt,  Eso eeesss!!! Q sean más los PNP!!! Me gusta me gusta!!! Ahora bien!!! Q krjos proponen diferente denuevo? Lo mismo? Q privaticen la silla de gobernador por favor!!! Sería un éxito rotundo!!! Ojalá y ganen por pela!! Solo metes pequeñas celebran de q ganaron elecciones!",1521,Hope,Realistic Hope
Ésta generación no sabrá lo que era el anhelo de tener un project x #URL#,2959,Not Hope,Not Hope
"20,00 Horas - Excmo. y Rvdmo. Sr. D. Rafael Zornoza Boy. Obispo de Cádiz y Ceuta. Rezo del Santo Rosario – 8,00 y 19,00 Horas. Vía Crucis: 12,00 - 17,00 Horas.",8644,Not Hope,Not Hope
"7 de marzo.  Bendita la persona que madruga por un sueño, por una meta, por su familia o por ella misma!.",1627,Not Hope,Not Hope
