text,id,binary,multiclass
"Peter,  + deseando que sus labios no se apartaran jamás.  pero, en efecto, era ser demasiado idealista. tal vez tantos años de estar consumido en la biblioteca, repleta de escritos cursis de sus antepasados, le había hecho de esa forma. supo que en el +",3545,Not Hope,Not Hope
"RT John,  ,,, Sierva de Dios María Esperanza.  San José Bendito,  ¡Ruega por nosotros!   #URL#",1038,Hope,Generalized Hope
Ay dios ojalá hoy haga bien todo y me salgan bien las jugadas :(,7116,Hope,Generalized Hope
"Las escuelas de conducción son una completa mafia. Todavía me duele el tiempo y la plata que perdí yendo a las supuestas clases, en las que solo nos sentamos a esperar que pasarán las 2 horas para poner la huella e irnos.",7648,Not Hope,Not Hope
"Alex,  Esta pregunta la estaba esperando y sabía que Luis Alvaro la haría ",7986,Not Hope,Not Hope
Estoy embarazada creo. Antojo fuerte de Choclo con queso ,3532,Not Hope,Not Hope
"Mike,  la virgen del Rosario de la hermandad de la milagrosa, la esperanza de triana y la virgen de Los Dolores del cerro",3070,Hope,Generalized Hope
"Ben,  Involcan tal vez tenga una idea después de tanto tiempo cual es el origen de los gases . Habrá que esperar más estudios",8194,Not Hope,Not Hope
"Harto de discursos sobre ""el sueño de ser actor"" y ""la ilusión de actuar"". Ser actor o actriz  es un trabajo complejo, difícil. Y la razón no es porque sea un sueño inalcanzable. La razón es la ausencia histórica de protección laboral, de respeto y valor y de impulso profesional.",4215,Not Hope,Not Hope
Peñarol tiene que jugar con dos extremos y un nueve (Arezo). Pero cuando Alfredo quiera poner doble 9 la dupla es Arezo-Cruz. Que me disculpe Abel. Lo quiero mucho pero que espere en el banco.,1708,Not Hope,Not Hope
"Gran Lunes para los apasionados del tenis por el truiunfo de #NicolasJarry en el #ATP250 de Santiago de Chile.Lo que más gusta es que Nico está jugando muy pero muy bien,mejor que antes.Creo que tendrá un año redondo!! #GrandeJarry",3299,Not Hope,Not Hope
Participa en este momento de oración mediante el rezo del Santo Rosario desde la Catedral Basílica de San Juan de los Lagos.  #VirgendeSanJuan #catedralbasilicadesanjuan  #rosario  #envivo #URL#,4407,Not Hope,Not Hope
"David,  _ Que me diga eso la Mujer de mis sueños _ Seria un sueño del que nunca desearia despertar !!! 34",2854,Hope,Unrealistic Hope
"Nick y Alex, A mí me encantó Marcel. Red, el Monstruo Marino y El Gato no han ganado apenas nada, así que dudo que se lleven el Óscar. Marcel ha ganado algunas cosas a nivel de animación independiente y Pinocho ha ganado casi todos los premios de animación, asi que creo que ganará Pinocho.",7370,Not Hope,Not Hope
"Paul,  Mientras Ud se sacrifica haciendo nada x miles de pacientes q sufren por tener q esperar atención médica en el sistema público, muchos de ellos mueren en la espera(atención, medicina, tratamientos) Sistema destrozado, desatendido por el gobierno su gobierno. No le da vergüenza?",4268,Not Hope,Not Hope
Le rezo todos los días a esta foto   MACABESO PARTY   #URL#,9155,Hope,Unrealistic Hope
Ojalá mi mica pillase la pose así de fácil xq se pasa como 5mins dando vueltas en mis tetas pa acabad poniéndome el culo en la cara #URL#,2842,Not Hope,Not Hope
"Joe,  Yo creo que esto nos pasa por alejarnos tanto de Dios ",4786,Not Hope,Not Hope
"Tu verdadero yo, está oculto bajo todas esas capas de tristeza… Levanta, vales más que todo eso, yo creo en ti.",558,Hope,Generalized Hope
siempre ansío llegar a casa para darle al roller  #URL#,6516,Hope,Realistic Hope
"Que mierda de sistema  , sistema reí por Dios para  que te atiendan  es todo una gestión y apenas te atienden te derivan y te cortan y luego a esperar de nuevo dos dias ya queriendo hablar con alguien Dios mioooooo Peter,   Peter, ",996,Not Hope,Not Hope
"Paul,  Nerfeado no se pero en el pueblo no había nadie. No tengo mucha esperanza para el hospital.",4532,Not Hope,Not Hope
"Joe,  Yo no lo desistale, solo espere la hora y seguí normal",4101,Not Hope,Not Hope
"Max,  Vamos Ney, mucha fuerza, nunca he perdido la esperanza de que seas el mejor un año entero y ganes un Balón de oro, o un The Best. Ánimo.",4327,Hope,Generalized Hope
"Hacemos de las cosas más comunes y les buscamos un significado único en nuestros corazones. Bailamos como dos niños, reímos, nos diseñamos coronitas de flores, cantamos canciones, creamos anécdotas memorables... No desearía dejarlo ir a la medianoche bc he adorado cada minuto a »",6321,Not Hope,Not Hope
"Paul,  Luego debo ver las agendas para la cita pero algo me dice que ahora debo esperar aun más.",4908,Not Hope,Not Hope
"RT Michael,  Soñé que vendían 2 churros con dulce de leche a 8000$ pesadilla o sueño premonitorio?",9043,Not Hope,Not Hope
"Rezo con el alma pase de nuevo y quiera volver a entrar a casa no roba mas lo aseguro. Y las que causas que va seguir teniendo, lastima que es menor,pero para los 18 le lleva la torta la policia. el dia de su cumple derechito a la 7 va .... Wacha rastrero #URL#",5816,Not Hope,Not Hope
"Michael,  dios, centro del campo busquetes, kessi, s. roberto en la segunda parte, a rezar.",2609,Not Hope,Not Hope
"RT Mike,  Yo saliendo del rezo de la tigresa #URL#",8264,Not Hope,Not Hope
"Nick,  Más claro imposible, sin dinero, a rezar y si cada año cambias a 10, pues aún más dificil",6384,Not Hope,Not Hope
"desearía poder dormir con la comodidad con la q duerme mi bebé, se los juro #URL#",5722,Hope,Unrealistic Hope
"Espere mucho por está canción, realmente estoy agradecida de que por fin este en plataformas, AMO est canción y la voz de JIMIN. Agradecida de stanear al mejor grupo #URL#",6676,Hope,Generalized Hope
"Tom,  En cambio Messi le envía un celular de Oro a cada futbolista de la selección de Argentina. Tanta falta les hace. ",4295,Not Hope,Not Hope
#Opinión | Las mujeres tendrán que esperar 130 años más para ocupar puestos de liderazgo en política  Virginia García Beaudoux #URL#,9181,Not Hope,Not Hope
"La fiebre y la semilla' es el quinto poemario de Ana Martínez Castillo. Sus poemas nos conducen a la percepción de que somos enfermedad y degradación, pero también a la esperanza de una luz que se conjura en el fondo de su escritura.",7796,Hope,Generalized Hope
"Joe,  debieran revisar sus protocolos de roce de árboles. No pueden estar rozando un día lunes a las 12 hrs con vientos de alrededor de 60 km/h ojalá no se mate ningún trabajador.  Sector cuestas coihuin  puerto montt.",2485,Not Hope,Not Hope
"Y lauren esta siendo tendencia en twitter, ansío que en cada ciudad reciba todo el amor que se merece, una gran voz, mente creativa, letras de ensueño, melodías cautivadoras, una artista completa... ",2368,Hope,Generalized Hope
"Ethan,  Creo que hoy no llego a tiempo para verte pero te he seguido ya ",7515,Not Hope,Not Hope
"Todas, Hola  desearía poder tener una oportunidad para concursar",5413,Hope,Unrealistic Hope
"Eric,  Ojalá esa marcha el la pagará con su dinero y no con el dinero de los impuestos ",858,Hope,Realistic Hope
"La reflexión de mi vieja es que el Luis está deseando terminar porque cuenta los días, y sí, la verdad que sí",8976,Hope,Realistic Hope
"God,  Que falta que nos haces Gladys.  Fíjate que en la comisión experta está un tipo como Hernán Larraín, un amigo del capo de Colonia Dignidad.  Ni una esperanza.  Vamos a tener que seguir luchando.",6908,Not Hope,Not Hope
"desearia q no hubieras compartido nada, desearia no haber visto nunca tus likes ni tus compartidos, ojala nunca haberte visto hablando con ella esa noche, pero si paso y lo unico q te pedia con todo mi corazon era q m amaras tu sabes",4714,Not Hope,Not Hope
"James,  Hay segunda temporada confirmada, habrá que esperar un poquito pero los tendremos de vuelta :3 Y como que zombies? Infectados! jajajaja y si, yo prefiero mas lore, si quieres bichos pues a jugar a los jueguicos, aqui hemos venido a llorar un ratico :'3",1381,Not Hope,Not Hope
"Los defensores de la democracia amenazan en español, para que no digan que no entendieron. Ojalá y el presidente argentino conteste cual Messi: ""What are you looking at, fool. Go over there."" En inglés, para que les quede claro la autonomía de los pueblos. #URL#",4845,Not Hope,Not Hope
"hace falta que se vaya la luz por Corpoelec, se me despierte la anaconda y me espere una Rosalía en el cuarto",6704,Not Hope,Not Hope
"Ethan,  10 de marzo????????? Hay que esperar 2 días??? No me jodas",1375,Not Hope,Not Hope
"Joe,  Aunque creo que los Jets eran una mejor opción para él, parece que los Saints estuvieron más decididos siempre. En NO va a tener lo que nunca tuvo en Raiders, una defensa decente. Tal vez tengan que liberar a algunos jugadores para hacer espacio en el salary cap.",5323,Not Hope,Not Hope
"Me renta dejar la ESO (estoy en 4°) para dedicarme full time a Valorant ? Estoy hasta los huevos del insti y creo que estoy a mi mejor nivel ahora mismo con el nuevo meta y muy motivado, solo respuestas serias pls ",1603,Not Hope,Not Hope
"No sé ustedes, pero yo sigo esperando está canción, no entiendo porque no la han sacado... #URL#",4616,Not Hope,Not Hope
"Eric,  El chico y el perro que sale en Mayo tmb tiene el mismo precio previsto. Yo creo que es cosa de tomo único. Porque hay otras novedades para ese mismo mes que no han subido.",1777,Not Hope,Not Hope
"Dios, le rezo a esta jisoo todos los dias #URL#",8688,Hope,Generalized Hope
"Ben,  Deseando una gran semana para tod... y estoy seguro que así será...",1703,Hope,Generalized Hope
"RT Sarah y James, Yo no puedo estar mejor Robert  Deseando que no se terminan las vacaciones Ya me voy a callejear",8767,Not Hope,Not Hope
"Peter,  Por eso hay gente que gana 1000$ al mes y otros 10000$. Pero creo que ambos tienen derecho a trabajar y a considerarse programadores.",3147,Not Hope,Not Hope
Lo mucho que deseo una semana detox de las personas y las redes sociales mientras estoy en una cabaña en merida conectandome conmigo mismo es lo que anhelo Justo ahora,8283,Hope,Unrealistic Hope
bueno y ustedes qué están esperando para seguir a high hill en insta?  #URL#,8008,Not Hope,Not Hope
"Todas, Alegría por sus palabras.  Deseando verle en la pista.",7383,Hope,Generalized Hope
Salgo con un buzo en la mochila porque la esperanza es lo último que se pierde,8828,Hope,Unrealistic Hope
"Ben y Max, Creo que esperan que pase lo opuesto, si el pibe es vivo lo alinea al otro",141,Not Hope,Not Hope
"Estoy tan enculada de marco que me duele el alma, lo veo solo segundos y siento que debo arrodillarme y no precisamente para rezar. Joder",5924,Not Hope,Not Hope
"entra alfa de vuelta, todavía no saben q la verdadera mina de oro son las margus ",8669,Not Hope,Not Hope
"RT Tom,  no le deseo a nadie lo reemplazable y lo mal q me siento a veces",1367,Not Hope,Not Hope
oye a mi la c chica opositora no me ha booqueado pero casi q desearía q si,8294,Not Hope,Not Hope
"Recuerda, esta noche tienes la oportunidad de rezar con Ella #URL#",274,Not Hope,Not Hope
"Matt,  Boff, pues que se espere porque su mejor amigo me supera.  ",6957,Not Hope,Not Hope
"Espere 21 años de mí vida para verlos y ahí estuve, por eso el evangelio de hoy va con #Korn muchachos #URL#",2202,Hope,Unrealistic Hope
La madre de Elena es la DIOSA a la que rezo #Tentaciones7 #LaIslaDeLasTentaciones7,8217,Not Hope,Not Hope
"Joe,  Ahora solo queda rezar para que pongan voces en Latino. Es el momento ideal para que se convierta en el primer juego que llegue con doblaje Latino",7686,Not Hope,Not Hope
Acabo de donar otros 100 euros al ejército de #Ucrania.   Mi admiración por cómo han resistido en este primer año de guerra ante un ejército a priori superior. Deseando ver de qué son capaces en este segundo año.  Os comparto el enlace. #SlavaUkaini   #URL# #URL#,5546,Not Hope,Not Hope
rezo todos los dias q me pase alguna vez #URL#,1859,Hope,Unrealistic Hope
"lo de la linea 12 es denunciable, te ponen que pasa uno a y 46 y no llega, y te tienes que esperar 20 putos minutos mientras ves que vienen y vienen de las mismas 2 lineas hasta 3 buses en ese lapso de tiempo",7914,Not Hope,Not Hope
"God,  En la costa burlaron la obligación de cambiar a contadores bidireccionales por ""inteligentes"" o de corte remoto. La transición energética en los hogares empieza por ahí.   Siendo atrevido, creo que el gobierno puede hacer alianzas con emp. como God,  para fabricar paneles",5186,Not Hope,Not Hope
"RT God,  Que te apoye en tu sueño literario ",6046,Hope,Generalized Hope
"Paul,  Yo creo que a tlatoani en su niñez le apodaban el ""otros datos""...",2699,Not Hope,Not Hope
acabo de ver las edades de las miembros de nmixx y QUEEEE??? como que kyujin es del 2006???? NO ME LO CREO,8850,Not Hope,Not Hope
"Joe y James, Ojalá, ya veremos si es verdad tanta belleza..",7883,Hope,Generalized Hope
" Hoy, viernes 3 de marzo, segundo día de Triduo en honor a nuestros Sagrados Titulares, el Stmo. Cristo de la Humildad y Paciencia, María Stma. de la Trinidad, San Juan Evangelista y Santa Rafaela María.   Comenzando a las 20:00 con el rezo del Santo Trisagio. #URL#",3731,Not Hope,Not Hope
"Seguimos dependiendo de un delantero que no remata al arco, de rezar que  Vinicius esté de buenas y que uno de los remates de 50 metros del “pajarito” entre. Mediocridad absoluta.",6370,Not Hope,Not Hope
"Sarah,                 ( . . . ) eso sí que es un viaje largo , pero. . .  llevó su mano a la parte posterior de su cuello para rascar esta un poco  si realmente es tú sueño ir. . . yo te apoyo.      ",4583,Hope,Generalized Hope
"Max,  &lt; redes sociales... Lo que fuese. Sin embargo, no había nada de eso. Lo único allí escrito eran... ¿poemas? Cerró la libreta de golpe. No iba a leer lo que seguramente fuese privado, así que no le quedó otra opción: Esperar por si ella decidía &gt;",1486,Not Hope,Not Hope
"Max,  Con lo que vi del capitulo ni siguiera creo que sea un creyente sino solo algún depravado que usa la fe de otros para satisfacerme, creyendo que hace lo correcto. Es muy mejor villano que la señora del capitulo 5.",5277,Not Hope,Not Hope
"Estoy como en una época comer, rezar y amar y me encanta",7034,Not Hope,Not Hope
Mi tia: ¿Y que vas a hacer cuando en Italia no te pongan reggaeton en las discotecas? Yo:* deseando que me pongan Abba*,3570,Hope,Unrealistic Hope
hoy le voy a rezar y no a los santos,7915,Not Hope,Not Hope
"""Anhelo el final de la playa En un mundo no redondo Temo besarte confundido en impaciencia Por si alguno levanta la tela  [...]  Y corro de ti Con mi globo en la mano, pensando: '¿Qué puedo inventarme?' Perdóname por vivir  Maricón Maricón Maricón Maricón Maricón Maricón""  A. #URL#",7952,Not Hope,Not Hope
Menos les creo porque su boleto mas caro en 12 mil,2545,Not Hope,Not Hope
"para los países a los que llegan. Históricamente bien visto jaja. Creo que deberíamos impulsar más esto de las empresas nacionales. No es como que estas no contaminen o hagan cosas similares, sino que tiene más sentido y nuestra situación no iría a peor.",1528,Not Hope,Not Hope
"Eric,  SARAAAAAAA FELICIDADES MI VIDAAAAAAA!!!! OMG, ESTOY MUY FELIZ POR TI,  AHORA SOLO FALTA ESPERAR Y QUE LO DISFRUTES MUCHOOO",838,Hope,Generalized Hope
No me lo puedo creer q me haya dado una paralisis dl sueño o sea q jevi,3328,Not Hope,Not Hope
"RT Sarah,  Cada vez q don Fernando Alonso Díaz apodo el nano corra un gp hay q rezar el nano nuestro #URL#",4001,Not Hope,Not Hope
En estos momentos es cuando desearía qué existiera la opción de darle mute a la gente y sus comentarios negativos respecto a todo.,9069,Not Hope,Not Hope
"David,  Una señora muy valiente!  Con ciudadanos  como ella todavía hay esperanza para Puno y para el Perú. Ojalá nuestros políticos y autoridades tuvieran el coraje de esta señora y lo utilizaran para hacer cumplir la ley y restaurar el orden",5177,Hope,Realistic Hope
"Paul y Sam, Rafael, ojalá ese sueño no se convierta en una terrible pesadilla. No debió invocar a Luther King, es una ofensa en su boca.",7893,Hope,Realistic Hope
"El torneo que vuelve tras la interrupción de 2021 a raíz de la pandemia del Covid  Se acabó la espera. Los dominicanos tendrán que esperar hasta el sábado para ver el estreno de su selección, pero las acciones del Clásico Mundial de Béisbol se inician esta medianoche (12 am",4066,Not Hope,Not Hope
"Tom,  Deseando que Tom,  haga un comunicado de los suyos, ya que dijo que si la fiscalia lo denunciaba hablaria",1472,Not Hope,Not Hope
LE REZO A ESTA MUJER  Irresistible Acierto C. 8 Kayurka Rhea #URL#,4010,Hope,Generalized Hope
"es posible verlo y ponerse a llorar porque extrañas a alguien? o sea, él no me conoce... pero en serio siento un huequito del anhelo que tengo de verlo o leerlo más seguido. Y cuando aparece Jin, ese huequito se ilumina, se llena y crece porque sé que está bien  te extraño :( #URL#",1537,Not Hope,Not Hope
"Sam,  Yo NO creo en dioses, y si ud me ve, parezco un sacerdote en la pulcritud de mi presentación.",5687,Not Hope,Not Hope
Serán los Banqueros (Bancos) La Gallina de los Huevos de Oro de la Dictadura -Genocida-Sandinista y por eso no les ha llegado su turno aún?,4813,Not Hope,Not Hope
"Cuando era pequeña soñaba con ser “adulto” y ahora solo desearía volver a mi niñez, jugar y saltar sin sentir culpa, caerme y levantarme para continuar con lo que estaba haciendo. A veces desearía ser una niña pequeña otra vez.",2271,Not Hope,Not Hope
"God,  Pues mal vamos... Aunque por lo de la leche... Desearía que no me gustara...",2925,Not Hope,Not Hope
creo que es momento de ver casi angeles por décima vez,5595,Hope,Generalized Hope
Ojalá llas autoridades hagan lgo al rspecto. Ese cubano es un feminicida en potencia  #URL#,4511,Hope,Realistic Hope
"QUE LINDO COMO LAS COMUNIDADES SE LLEVAN BIEN LOCO, OJALA SEHUIR VIENDO ESTO ",4395,Hope,Realistic Hope
No estropees lo que tienes deseando aquello que no tienes; recuerda que lo que hoy tienes alguna vez fue aquello que deseaste.   Epicuro  Feliz inicio de semana ,590,Hope,Generalized Hope
"RT Max,  Yo deseando mi romance adolecente**  También yo cuando un varón q no es yoongi me habla: #URL#",6998,Not Hope,Not Hope
"Sam,  Me hablaron de uno de cosas de finanzas pero estoy esperando  noticias de si puedo ingresar al club jajaja si encuentras uno. Avisas... O empezamos uno",2253,Not Hope,Not Hope
"Ojalá tuviese un ensayo justo después de esto a dónde ir para sentirme mejor y solo sumergirme en música. Pero no, solo me queda afrontar la tristeza sin anestesia",7890,Hope,Unrealistic Hope
"Mi sueño es tener un cm que haga este tipo de cosas, tenemos al clásico más descansable del mundo y nos dedicamos a twittear descuentos de la tienda Nacional #URL#",3156,Hope,Realistic Hope
Y a la Virgen que le rezo es la que cuelga de tu cuello ,7234,Not Hope,Not Hope
"Eric y Max, Yo El Pau Uno que se llama Pau Creo que el Pau Lucia El que tiene el pelo mitad mitad  Pau(?) Y el maricon ese que me cae mal",8278,Not Hope,Not Hope
"Mi sueño antes de despertar fue sobre ir en un camión que chocaba y se volteaba. Me dolía muchísimo la muñeca derecha y había personas muy desorientadas. Desperté cuando me estaban revisando la mano, al despertar sentía mucho dolor igual que en el sueño.",4291,Not Hope,Not Hope
Llamamiento solidario desde Cádiz para cumplir el sueño de niños senegaleses de ser futbolistas #URL#,2927,Hope,Realistic Hope
"James,  Aquí en Colombia se hacen Novenarios ósea (9 días de rezo seguidos) cuando una persona muere para que su alma descanse en paz y también novenas en diciembre para recibir en nacimiento del niño Dios.",5839,Not Hope,Not Hope
"Tom,  En Consum creo que era hay versión fake de las tosta rica y están buenísimas, por si están más bajas de precio",2109,Not Hope,Not Hope
"Te esperé como se espera a los muertos, sabiendo que jamás regresarán. Y por eso mi luto, porque lo que soñé contigo tendré que reescribirlo y hacerlo con alguien más. Ya que con los muertos, nada más será.",3765,Not Hope,Not Hope
"Todo malaguista tiene que peregrinar al Monte Coronado ,por lo menos,una vez en la vida, y rezar un Mágala la mombolera . Sólo así, cuando todos los malaguistas lo hayan hecho ,cambiará la suerte del MCF",3689,Not Hope,Not Hope
"Matt y Ethan, No se de donde lo sacan a eso pero me hace cagar de risa, creo que hay mas argentinos viviendo en Paraguay que en mechico",6701,Not Hope,Not Hope
"Martina Pumarejo es una gran villana. Sé que está loca y debería ir a terapia, pero la amo. Y hablando de este personaje, aprovecho para decir que Carolina Gómez es una gran actriz, es la diosa a la que le rezo  #VentinoLaSerie #URL#",6927,Not Hope,Not Hope
"RT Jack,  PROMISE en spotify, desde que nací espere este momento, todo el stream de parte mía #URL#",8166,Not Hope,Not Hope
"Ethan y Alex, Cano y nelson son 2 lastres en ese equipo ojala y me tapen la boca.",3915,Not Hope,Not Hope
"God,  Años siguiendo a esta talentosa mujer. Desearía estar ahí pero me conformo con apoyarla desde #LaliStarPlusLive",925,Hope,Generalized Hope
"Tom,  Yo estaba dormida D: Igual esa gente ojalá haga stream, con solo ver una vez ayudaría",2365,Hope,Generalized Hope
"Tom,  me escuchan el problema (no se porque estoy en un sistema q no les salta mi usuario con DNI), me dejan es espere eterna, y ahi quedo... estuve 5 horas el viernes hoy desde las 8:40 y no logro arreglar el tema,",5914,Not Hope,Not Hope
"RT Tom,  Estoy esperando las notificaciones de Tom,  y su nueva compañera como si fuese la 3º temporada de Fleabag",8421,Not Hope,Not Hope
Ojalá Aranguiz Daniela se desquite del Mago metiéndose con Torrealba. A ver si así hablamos de platas perdidas y corrupción  ! #ContigoChv #URL#,3925,Not Hope,Not Hope
"Jack,  Lamento mucho que el anhelo por conseguir a un ser querido termine en dolor y lágrimas.",2274,Not Hope,Not Hope
Es lógico que se trate así a quien quiere un mundo mejor y se pone a hacerlo sin esperar un beneficio a cambio. Que pena. #URL#,1688,Not Hope,Not Hope
"Jack y Michael, Claramente, aquel día le pegan un piñaso a un jugador rival, queda filmando y no pasa nada, que podes esperar? Lo del viernes fue impresentable, la entrada, la salida, las banderas 3 mts adentro de la cancha, te movían el aro. Y los jueces... siga siga, es difícil así.",2250,Not Hope,Not Hope
me está yendo muy bien subo a oro 3 y seguro pierdo 15 seguidas,4052,Not Hope,Not Hope
"Mike y Tom, #VivoElFutbolConCafam la vida nos hizo amigos, Millos nos hizo hermanos  Deseo volver al estadio a alentar al Famoso Millos  Vamos Mike,    #URL#",5694,Not Hope,Not Hope
"Sarah,  yo también me dormí todo el día JWBFKEK pero tenía sueño igual",7680,Not Hope,Not Hope
"Nick,  Quiero, necesito, anhelo, llenarte de besos todo el día.",2623,Hope,Unrealistic Hope
"Todas, Y si es de nacional, que más podés esperar, están más termo que nunca",330,Not Hope,Not Hope
"Claramente este alcalde es toda una fichita, de él no se podía esperar más y menos si tiene de amigos a personajes de dudosa procedencia como lo es Blasco PeñaHerrera.  Michael,  #URL# #URL#",5980,Not Hope,Not Hope
literalmente voy a rezar para que me toque en esa clase,8333,Hope,Realistic Hope
"Michael,  los padres dijeron ya fue ahora que espere a que termine el partido",4060,Not Hope,Not Hope
"Uy! Creo que desde hoy, ya no haces parte de mi círculo de confianza. Definitivamente, el que todo lo quiere saber, todo lo quiere decir.",5990,Not Hope,Not Hope
"John,  Esta me la anoto, que no lo sabía. Habrá que pillar las películas, y ojalá que editen la serie original :(",476,Hope,Realistic Hope
Llevo un día esperando solución y activación del servicio #URL#,950,Not Hope,Not Hope
"Mike y John, Para que esperar , ya evadio de todas las formas que se le dio la gana, hay que llevarlo por la fuerza pública  y iniciar  sumario de despido inmediatamente.",8925,Not Hope,Not Hope
"No salgo de una y ya estoy metida en otra, de verdad, el que me esté deseando mala suerte cada día cuando se levanta… Suéltame el brazo por favor, déjame vivir #URL#",3432,Hope,Unrealistic Hope
"Ben,  sisi, rezo para que no eliminen al equipo de G",5826,Hope,Generalized Hope
Hoy empiezo a ahorrar para meter ese viajecito que tanto anhelo  Y SE ME VA A DAR PORQUE YO ASI LO QUIERO ,8933,Hope,Realistic Hope
"Nick y Joe, Q podes esperar de este tipo? Cara dura, el peor jugador , sigue en un cumple sin entender nada",4416,Not Hope,Not Hope
Rompiste mi corazoncito y aún así siempre desearía volver a encontrarte.,2980,Hope,Unrealistic Hope
"Hilo:1)""Se fue 7 años y por 7 años lo esperé, deseando que no volviera. Cada año, yo iba de vacaciones a Florencia y hay un café en la Ribera del Arno; y acostumbraba ir ahí y ordenar un Martini. Tenía la fantasía...  ",6994,Not Hope,Not Hope
"Ben,  Ahora es que te puedo  contestar  ayer le puse  un mensaje a Pedro  pidiéndole rezar por mi porque me dio un infarto, y estoy bien G a D, ya en casa, le dije te avisara pero no sé si no pudo  pero tu si reparas por mi y me das energía   besos amigo",8899,Not Hope,Not Hope
"Sarah,  Mas que las encuestas compradas por ustedes no creo pendejo vendido que no te importa el pueblo solo tus amos",4482,Not Hope,Not Hope
me estoy cagando de sueño pero buenos días mutis ,6385,Hope,Generalized Hope
"Es su hermana , si tuviera novia no creo que suba foto ni estando de espaldas o con la cara tapada  aparte si novia soy yo #URL#",6835,Not Hope,Not Hope
Creo que me tome muy enserio lo de mi paz mental,4522,Not Hope,Not Hope
"Paul,  Camarada ministra de Educación, en el Edo Bolivar la Zona Educativa no pueden entregar notas, ni titulos certificados porque hubo cambio de Jefe, Briceida Quiñonez no puede firmar nada porque no ha salido en Gaceta.y mientras q el pueblo espere? Paul, ",9168,Not Hope,Not Hope
Ese señor cree que los maras van a rezar todos los días y comen pan. Pobres no los dejan en paz. #URL#,4123,Not Hope,Not Hope
Kessié perdóname por haber dudado de ti. Eres el Dios al que rezo cada día. Eres una de las revelaciones del Barça. #URL#,3738,Not Hope,Not Hope
"Matt,  Lo siento pero no hace falta ser Raúl López para valorar enormemente ese reconocimiento a Pau Gasol. Creo que cualquier aficionado que vio a los Lakers del Show time  en la vida habría pensado ver a un jugador español entre las leyendas de esta franquicia 30 años después...",2383,Not Hope,Not Hope
"James,  DENLE EL BALON DE ORO A CRISTIANOO RESTAUREN EL ORDEN… EL SE LO MERECEEE SEEE LO MERECEEE",6691,Hope,Generalized Hope
"Joe,  te pega muchísimo trabajar en una heladería ojalá te cojan",6373,Hope,Generalized Hope
"No creo en tentaciones,  cuando alguien se enamora no tienes ojos para nadie más.",8479,Not Hope,Not Hope
Qué duro es tener que esperar que tu hermano salga de trabajar para ir a ver la peli de Kimetsu ,5314,Not Hope,Not Hope
"Te deseaba tanto ,fueron 2 meses que te espere y hoy que te tengo no quiero descubrir cada parte de ti por miedo a enamorarme!! #URL#",2666,Not Hope,Not Hope
"Tom,  LA ÚNICA ESPERANZA DEL DR #MALITO QUE LLEGUE  *AIDA MERLANO PA QUE HABLE DE LOS CHAR  #URL#",8114,Hope,Realistic Hope
"Hola Peter,  hace 3 días no tengo luz y el del teléfono me dice que vienen entre las 6am y las 12 a verificar. 3 días. 72 horas. Y quieren que espere 8 horas más. Por que no me hacen una fellatio la putisima madre que los re parió?",5806,Not Hope,Not Hope
"RT Peter,  Actualizo el clima a cada rato con la esperanza de que cambie y baje la temperatura, ilusa",8540,Hope,Generalized Hope
"A ver si entendí bien, para que firme el  Gareca, hay que pagarle al Cacique Medina, para que se desvincule de #Velez . Que están esperando, no hacen una bien los de la CD.  Vamos #Velez Carajo !!!!",8104,Not Hope,Not Hope
"RT Mike,  Me voy a romper el lomo , porque este año quiero se me dé todo como quiero , porque lo deseo y porque puedo ",8488,Hope,Unrealistic Hope
"Si, gran ejemplo para los mayores …..si mi abuelo viviera desearía estar muerto antes de ver semejante espectáculo denigrante . Sube tú al estrado, pedazo de acojonado God,  Tienes miedo de que te avergüencen  #URL#",8070,Not Hope,Not Hope
"Peter,  Luego que si hay violencia machista y tal... le arruinas la vida a una persona y lo menos que se puede esperar es que le dé un vuelco el cerebro.",6467,Not Hope,Not Hope
"RT Sarah,  Lo que más extraño de veracruz es pasar por un café al bola de oro :(",1184,Not Hope,Not Hope
"John,  El tema que el fútbol no es solo manejar bien la pelota, hay que saber jugar sin ella, ser agresivos en la marca y correr los 90. Estos pibes sin la pelota son muy livianos y ahí se sufre. Para mí peleamos los últimos 5 puestos, a rezar",8207,Not Hope,Not Hope
"Antes me parecía Gucci super feo, sus colores guisos y quizás dije que nunca lo usaría. Lo que es no tener plata no gusto jajajaja cuánto anhelo ese cangurito por diosssss",5700,Not Hope,Not Hope
"Joe,  Gracias por informar. ¿Me ayudas a difundir? Actualmente estamos esperando el dictamen de las autoridades a ver si permiten la repatriación de su cuerpo a  o en su defecto apoyar a sus padres a ir a BAS a despedirlo y necesitamos recaudar para ello y su sepelio. AYUDEN A RT #URL#",1562,Not Hope,Not Hope
"John,  OBVIO solo hay que esperar hasta la final para cerrarles el orto",6935,Not Hope,Not Hope
"Matt,  Ya siéntese señora, y espere su vuelo, que ud también tiene cola que le pisen",8570,Not Hope,Not Hope
"uf el aleatorio me tiró lo artesanal - viejas locas y de repente siento que estoy en el entrepiso de garcía, ojalá se me materialice una cerveza en la mano.",6213,Hope,Unrealistic Hope
