text,binary,multiclass,id
"#USER# #USER# #USER# #USER# Fulgrim: Creo que somos Los Unicos con Buenos Gustos Hermano Sanguinius: Creo que nadie no le gusta nuestra Musica Fulgrim: Tonterias, ahora practiquemos para nuestro concierto  Xd",Not Hope,Not Hope,1587
"El infierno esta lleno de buenas intenciones', cuando supe esa frase creo que cualquiera podría estar en ese lugar y me dio mucho, mucho miedo.",Not Hope,Not Hope,8744
"#USER# No creo que sea para genios, pero si para personas que se le da bien resolver problemas. He visto varias personas que por mucho que se esfuercen a pesar de saber los principios de la programación no puede ""programar"".",Not Hope,Not Hope,7477
"#USER# #USER# Pues mira que cuando vi el año pensaba que estaba clarísimo y caería enseguida todo el mundo 😁 Amo con todas mis fuerzas esa película, deseando escucharos.",Hope,Generalized Hope,1966
RT #USER# Es que este gh fue oro y sin duda el mejor vip que nos han dado,Not Hope,Not Hope,2862
#USER# #USER# Pero más que el deseo infantil de Armin de un mundo idealizado el cual fue el principio de su búsqueda al descubría la verdad del mundo se decepciono del mundo. Y prefirió refugiarse en ese mundo infantil para regalarle  a sus seres queridos  el mundo de los libros ⏬,Not Hope,Not Hope,3409
"#USER# #USER# #USER# La poli está a sus cosas... Aún está calibrando la represión y contando las multas, cuando la mortal y terrorífica pandemia E impedir que la gente rece en la calle Ah no, cierta clase de gente si que puede rezar en las calles #URL#",Not Hope,Not Hope,772
"Quedate con alguien que te mire, con el anhelo que Amelia mira a Luisita. #URL#",Hope,Unrealistic Hope,1810
"No sé si tú tienes algún trauma con un familiar, espero que no porque no se lo desearía ni a mi peor enemigo, pero que creas que se la estaba ligando por decirle ""beautiful"" cuando estaba comprobando lo que escuchó de una leyenda sig. Que tienes problemas #URL# #URL#",Hope,Realistic Hope,2028
#USER# Deseando ver la parte 2 y esta te deja con ganas de mas,Hope,Generalized Hope,8257
"en verdad deseo quedarme con este icon extremadamente sorprendido, pero me genera estrés que uds aún no se lo quiten 😭 lo quiero tener solo yo #URL#",Not Hope,Not Hope,2497
"#USER# #USER# #USER# Solo busco una explicación a su problema... A diferencia suya, que seguro está deseando que Final Fantasy 16 sea una mierda que se caiga a trozos, yo deseo que Starfield salga lo mejor posible y que se corone como Goty (por merecimiento, no solo porque sea exclusivo de Xbox)",Hope,Unrealistic Hope,8337
"Victor Osimhen: ""Estoy trabajando tan duro para asegurarme de alcanzar mi sueño de jugar en la Premier League algún día"" 🔵🇳🇬   ""Es un proceso y solo quiero mantener este impulso, la Serie A está en una de las cinco mejores ligas del mundo y es una sensación increíble para mí"". #URL#",Hope,Realistic Hope,7959
"Se viene mi cumple y lo único que pido de regalo es la remera de pringles, ojalá algún gorreado de mis amigos se ponga la 10",Not Hope,Not Hope,2984
#USER# Ojalá que sea Claudia. Tiene el carisma de un diagnóstico de cáncer terminal.,Hope,Realistic Hope,4523
Tú y el piano hacéis MAGIA!!! Que bien suena deseando escucharla!! 😊🌈❤️‍🩹🙌 #URL#,Not Hope,Not Hope,9072
"#USER# Feliz cumple mi sueño chapín, gracias a Dios por tu vida, eres una chica muy completa, una mujer hermosa. Con todo cariño y aprecio, abrazo grande mal intencionado. 😈🤗🤣",Hope,Generalized Hope,1352
#USER# Menos grupos y mas rezar y leer qoran😂 los grupos son una distraccion,Not Hope,Not Hope,3837
#8M y un sueño por cumplir: nuestros centros de trabajo siguen siendo desiguales. 🟣Aún son necesarios muchos cambios para asegurar que las mujeres trabajadoras tengan las mismas condiciones de #trabajo y #Salud   Artículo Montse López Bermúdez en #PEX 👉https://t.co/9S9HuTZatO #URL#,Not Hope,Not Hope,7743
"#USER# Eso da pie para que no continúen los intercambios de soldados, porque ya no van a haber soldados que intercambiar la venganza será el único lema..... Ojalá eso no ocurra occidente no le gustan esas cosas 🙄",Not Hope,Not Hope,2966
"Vuestro problema irán eta gobierno, con la salud, es que vos crean la enfermedad. Sanación sus familiares de cada uno y con el rezo al Salvador, no era ese, es Jesús curito. Yo solo soy interlocutora y no médico. Podéis venir por delante y pistola fría sobre mi.",Not Hope,Not Hope,4540
RT #USER# Desearía tener la suerte de Independiente Del Valle en mi vida.,Hope,Unrealistic Hope,7698
RT #USER# Los invito a rezar la Coronilla a la Divina Misericordia  https://t.co/npj8m29tw7 #URL#,Not Hope,Not Hope,2584
"#USER# Si, cero tolerancia. La dureza con que son tratados llega a las familias, así que creo que pensarán dos veces si siguen delinquiendo.",Not Hope,Not Hope,4399
Y que se joda el resto Quién dice lo que está correcto Si el amor nunca ha sido perfecto Ojalá sea por siempre este momento Pero si no aprovéchame hoy  https://t.co/DmZGT9UwXn,Hope,Generalized Hope,7425
Me impresionó tanta indiferencia con el atleta caído.  Ojalá sea “un caso aislado” y no se normalice el celebrar una victoria sin siquiera voltear a ver si tu contrincante accidentado está bien. #URL#,Not Hope,Not Hope,2882
"#USER# A ver ni Benzema, ni Kroos y Tibu amenazaron con irse a otro equipo aprovechando tu mejor momento ( balón de oro)  Sin contar que Kroos se retiró de la selección alemana pudiendo seguir jugando y Benzema igual tema extra deportivo incluido",Not Hope,Not Hope,6398
"La cerveza, tus ojos, tu rezo, la locuraaaa en tu pieeeeeel",Not Hope,Not Hope,6068
"Creo que se tiene poca perspectiva de quién es Alain Prost hoy en día, pero este mensaje a mí me parece espectacular.  Ojalá otras leyendas siguiesen aquí y tratasen así a los que vinieron a marcar historia después de ellos ❤️ #URL#",Not Hope,Not Hope,8921
Que juego el de hoy de mis águilas. Me preocupa que al finalizar el torneo saquen en pedazos a nuestra güerita de oro.,Hope,Realistic Hope,5692
"La veo a mi prima en sexto, y juro que es lo que más anhelo en volver 🥺🥺🔥",Hope,Generalized Hope,8999
"Estoy deseando que llegue semana santa, necesito días un poco más largos que un fin de semana. 🥹",Hope,Realistic Hope,3886
"Deseando que ya salga el Dragón Ball Z Budokai Tenkaichi 4 oficial, será una joyita de juego 🤘 #URL#",Not Hope,Not Hope,8940
RT #USER# Creo que este tweet va a envejecer mal.,Not Hope,Not Hope,4581
¿Quién entra mañana? La gallina de los huevos de oro. La producción de #GH22 básicamente le va a decir indirectamente a la casa que Alfa es la cara de esta edición. #URL#,Not Hope,Not Hope,6296
"txtfim, así sea una dance collab o algo corto wey, yo deseo #URL#",Not Hope,Not Hope,6866
"Aún estás a tiempo, te estamos esperando en nuestro cole. Ven, seguro que no os vais a arrepentir #URL#",Hope,Generalized Hope,81
"#USER# Gracias hermano, ando más triste y me muero, tengo lo que es para mi el setup casi perfecto que cualquier YouTuber desearía y no e grabado si no, un vídeo y debo repetirlo porque no sabia configurar la cámara, ahora que mejore el ISO y pues ando enfermo pero mal con tos de perro #URL#",Not Hope,Not Hope,596
#USER# #USER# Yo sigo esperando respuesta de como va tu investigación por parte de la DEA y cuando serán castigados los responsables de las muertes por la falla de la línea 12.   #contestamariodelgado,Not Hope,Not Hope,7456
"Mañana tengo franco y más vale que lo voy a aprovechar comiendo dcavros y tomando vinito, ANSIO ESE MOMENTO",Hope,Generalized Hope,357
"#USER# Esto explica el subdesarrollo de nuestro país. Con gente pensando así, no tenemos ninguna esperanza.",Not Hope,Not Hope,2650
#USER# #USER# Se entendió que tenía que cuidar como oro los anteojos de la bendición 🤣🤣 #URL#,Not Hope,Not Hope,5769
El rezo de las diferentes estaciones dará comienzo a las 20:00 horas.   Recorrido y estaciones: #URL#,Not Hope,Not Hope,186
"#USER# Creo que sí, los pacenses vamos a votar al tal Cabezas pensando en los carnavales y olvidándonos del pacto con los de Bildu y ERC, de la ley del “Sólo sí es sí” y del Tito Berni.",Not Hope,Not Hope,4822
tgo una mínima esperanza d k mi novio  m diga q tiene franco e ir corriendo a buscarlo,Hope,Realistic Hope,8963
El hecho de que este esperando una oferta es que valora quedarse y no está tomada la decisión de irse a EEUU. Malísima noticia porque se acabará quedando. #URL#,Not Hope,Not Hope,238
RT #USER# Creo que ese hombre nos representa a todos 🤍💙. #USER# #URL#,Not Hope,Not Hope,8532
#USER# Macho que subes fotos llorando por un pavo que te usaba solo pa follar y además te auto cosificas a ti misma como para hacerte la víctima ahora por el sueño de hace 2 años en el que violaban,Not Hope,Not Hope,3635
Ojalá No vaya ha ser como el dinámico trans de ricardona #URL#,Hope,Realistic Hope,4141
"Desearía poder contarte mi día a día como antes, lo mucho que me esfuerzo y lo que he logrado.. se que estarías orgullosa",Hope,Generalized Hope,8228
#USER# #USER# #USER# parecía que abusaba del hijo para buscar el oro y eso es re chocante,Not Hope,Not Hope,6965
RT #USER# Me canse de pagar entradas que ahora rezo para que me caigan de arriba jajajaja 💀,Not Hope,Not Hope,6880
"ojalá q este año se cumplan todos mis crumbs,sino valdrá la wea todo",Hope,Generalized Hope,3135
"Increible, pero increible lo mal que maneja la gente en Esperanza! Tooodos los dias un accidente minimo...",Not Hope,Not Hope,2026
"No puedo creer que existan personas(si es que se la puede llamar asi) tan hijas de puta en esta vida...  No se le desea la muerte a nadie, pero a vos si te la deseo. Basura.",Not Hope,Not Hope,8109
Deseando estar en NY para ir a la esquina a comerme una cachapa divina 😭,Hope,Unrealistic Hope,4429
"Hoy me dio mucho antojo de un combo del fast fruit y rápido supe qué quería, elegí y esperé a que Alfredo eligiera lo suyo para mandar la orden… se tardó tanto en elegir que cerraron el rest que yo quería y el de él no!!! Ay no saben qué coraje me dio 🥺",Not Hope,Not Hope,6000
"Engaaaaa que ya te queda menos para que tu “cari” se case contigo. Está deseando dejar a su marido, firmar el divorcio por fin 😬😂 #URL#",Not Hope,Not Hope,1885
🐿 Esta canción no es algo que espere mucho. Es algo que desearía que se quedara en todos tus corazones y recuerdos durante mucho tiempo,Hope,Unrealistic Hope,747
¡#Coscu 🌶️ HA EMITIDO en #Twitch! 🇦🇷 Nuestros datos 🧐 :  ▶️ ESPECTADORES 👁️ : 8.336 ▶️ MINUTO DE ORO 🔥 : 11.108 [01:14h] ▶️ RAIDEADO 🌪️ POR : #byViruZz  #JustChatting #FitnessHealth #Martinpdisalvo #URL#,Not Hope,Not Hope,3922
"Dice la ONU que al paso actual tomará 300 años alcanzar un nivel de igualdad para las mujeres. Queda claro que no aplica para las mujeres que hoy junto a su clase comandan el mundo, sea Ursula von der Leyen, Kamala Harris, Mary Barra etc. Estamos dispuestas a esperar tras ellas? #URL# #URL#",Not Hope,Not Hope,100
"#USER# #USER# Oro no creo, bañado puede ser. Porque el otro se cotiza a 65$ x gramo",Not Hope,Not Hope,7053
"#USER# #USER# #USER# Ojalá, aunque me da que harás un Rufián, tú y todos los que dicen lo mismo. A pastar.",Not Hope,Not Hope,7590
RT #USER# Yo esperando a llegar tendencia con #JesusEnUNIFE26😮‍💨 #URL#,Hope,Generalized Hope,8628
"Gabriel Costa: ""Feliz por el partido que hicimos y por los tres puntos en una cancha complicada . Ojalá que el próximo partido se pueda jugar (Cusco FC).  Sabemos lo que representa Cueva (Christian) en Alianza y estoy feliz por él"".  Video: Willax Deportes. #URL#",Hope,Realistic Hope,5318
No.  Votar rechazo y esperar que les explote en la cara. #URL#,Not Hope,Not Hope,8945
"Las de las estéticas rompen las bolas con que llegues a horario y después te hacen esperar mil minutos, locoooooooo basta",Not Hope,Not Hope,3842
muchas dudas respecto al capítulo de Chainsaw man 🤨 lo bueno que no tendré que esperar dos semanas 😃,Not Hope,Not Hope,6164
"Buen Martes amigos...En lugar de estar preparando los festejos por el día de la mujer, estamos esperando jornadas violentas algo anda mal en la conmemoración del 8 Marzo",Not Hope,Not Hope,666
"#USER# #USER# #USER# #USER# habló de grooming el asqueroso que anda deseando la muerte a alguien como si fueran las buenas tardes.  anda al psiquiatra, hdp.",Not Hope,Not Hope,6177
Como un ruego en las sombras~  Como un rezo a la luna~   Surcando el cielo van~   Alas carmesi~ Veras~ #URL#,Not Hope,Not Hope,3467
Una portada más que merecida para uno de los grandes de nuestra edad de oro #URL#,Hope,Generalized Hope,8350
Ahora ya pasaron 28 horas del último corte y #USER# vuelve a llamarte preguntando si continúa el corte. Seguramente están esperando que me aburra y dejé de reclamar.,Not Hope,Not Hope,841
#USER# #USER# Oye 🐸 #USER# que le dices a uno de tanto arrabaleros ve y escribe en una hijita de #clip Este deseo voy decir que es de una señora de Milpa Alta . Al estilo la #USER# deberás  No Mamss asi tan rapido .sin firma  Jajajjaja🤣🤣🤣 #USER# #URL#,Not Hope,Not Hope,1626
"13 Y ahora permanecen la fe, la esperanza y el amor, estos tres; pero el mayor de ellos es el amor.",Hope,Generalized Hope,566
"Ver los recuerdos del colegio me pone nostálgico pero me ayuda demasiado cuando me siento un poco desanimado, en serio, cómo desearía volver a uno de esos días por una sola vez...",Hope,Unrealistic Hope,502
#USER# Que ganas de rezar y no a los santos contigo,Not Hope,Not Hope,6338
"#USER# #USER# Este quiere privatizar todo y crear mas impuestos....no le interesa mejorar el sistema de salud publica en Py, si ellos nunca van a usar ese sistema.....piensenlo",Not Hope,Not Hope,146
Estar resfriado en verano no se lo deseo a nadie,Not Hope,Not Hope,7581
#USER# solo desearía que todos hubieran hecho lo mismo 🥺,Not Hope,Not Hope,4629
"Los tigres se atreven a decir que rayados tiene presa amiga, y hay llevan 3 horas hablando del pleito de rayados y son las 9 de la mañana, saben cuánto tiempo hablaron del pleito de tigres en todo el día? Si solo 5 min por programa creo el que tiene prenda amiga son otros y muy… #URL#",Not Hope,Not Hope,7912
#USER# cuando vi tu foto me espere lo peor así q entre rápido,Not Hope,Not Hope,963
"#USER# El mago de OZ lo explica de forma sencilla como funciona, la OZ es la onza de oro, el mago el banquero... el leon es el pueblo al que le falta valor... sigan ustedes...",Not Hope,Not Hope,1775
"#USER# Desearía que tuvieras palabra, no que diciembre te gusto para despedirte, mugre bocón hablador, traidor, por cierto, es Claudia 🥳, llora ponte fúrico 😁",Not Hope,Not Hope,8984
Te Desearía Lo Mejor Pero Ya Tú Me Tuviste 🥲😘,Not Hope,Not Hope,3670
"#USER# Cuales son las conclusiones, que ha dicho la Fiscalía.  Ojalá nunca se vuelvan a presentar estos hechos tan lamentables.  Los culpables de estos hechos criminales deben ser castigados.  Ante todo la dignidad y respeto a la Policía de Colombia.",Not Hope,Not Hope,7073
"solo sé que hoy pude enamorarme más de ti y de lo que somos, aún se siente como un sueño irreal tenerte y quiero que siempre sea así, que siempre seas mi mayor anhelo.",Hope,Unrealistic Hope,6156
Los jóvenes cofrades celebran este sábado 4 de marzo el rezo del Vía Crucis en la iglesia de Santa Cruz #URL#,Not Hope,Not Hope,6073
"Esperando el tuit de #USER# sobre el tema, lástima “él solo ha venido a hablar de su libro”. #URL# #URL#",Not Hope,Not Hope,8187
EXPLICA TU TWITTER  NOMBRE: Mi personaje favorito de Star Wars 🫶 USER: Las iniciales de mi nombre y apellidos y el día en que nací HEADER: La diosa a la que rezo ❤️‍🩹 BIO: Extracto de una de las series de mi vida  ICON: Yo haciendo la semiguarra FIJADO: Yo haciendo la guarra x2 #URL#,Not Hope,Not Hope,6347
"#5Mar #Vaticano @Pontifex_es: ""En estos días el pensamiento ha ido a menudo a las víctimas del accidente ferroviario ocurrido en Grecia: muchos eran jóvenes estudiantes.   Rezo por los difuntos; estoy cerca de los heridos y de los familiares, que la Virgen los consuele"" #URL#",Not Hope,Not Hope,6559
Inteligencia israelí denuncia comercio secreto de oro venezolano con Hezbolá     #URL#,Not Hope,Not Hope,544
Muere joven de un paro cardiaco en plena terminal #ORO en Izúcar de Matamoros 🚍🚏  https://t.co/CNJNREhlQV #URL#,Not Hope,Not Hope,8539
Joderrr q ahora me va a tocar rezar jajajajajaja pues lo dicho jajaja #oriana finalista yo rezo #oriele #orianistas,Not Hope,Not Hope,5855
No Importa cuando veas esto que empresa de MIERDA sos #USER#  @PersonalAr   Te dejan esperando no atienden  No solucionan nada te cobran de más son de CUARTA todo bajo la atenta mirada del monopolio de medios amparados por los gobiernos de turno. #URL#,Not Hope,Not Hope,2321
"#SantiPeña | ""Que me diga por qué #USER# apostó a los Rapid Doc como modelo alternativo a la Unidad de Familia. Que me explique eso y yo estoy dispuesta a escucharle (a #USER# #USER# senadora nacional #780AM",Not Hope,Not Hope,227
𝐐𝐔𝐈𝐍𝐓𝐎 𝐃𝐈́𝐀 𝐃𝐄𝐋 𝐒𝐎𝐋𝐄𝐌𝐍𝐄 𝐐𝐔𝐈𝐍𝐀𝐑𝐈𝐎 𝐄𝐍 𝐇𝐎𝐍𝐎𝐑 𝐀 𝐍𝐓𝐑𝐎. 𝐏𝐀𝐃𝐑𝐄 𝐉𝐄𝐒𝐔́𝐒 𝐂𝐀𝐔𝐓𝐈𝐕𝐎  🗓️ Hoy viernes 3 de Marzo 🕗 20:15 h (rezo del Rosario 📿) ⛪ Capilla de Jesús Cautivo   #Cuaresma2023 #Cautivo #URL#,Not Hope,Not Hope,4771
"Si las cosas se arreglaran prometiendo y deseando que todo esté bien, wey no viviríamos tan jodidos. No arreglamos nada con eso. Tus buenos deseos no van a arreglar el problema de la persona ni mucho menos cómo se siente.",Hope,Generalized Hope,1993
Siento y anhelo cada una de las cosas que dijo en el tweet #URL#,Hope,Generalized Hope,4158
"#USER# ""Estuve esperando este momento, siempre lo esperé "" #URL#",Hope,Generalized Hope,8338
Deseando leer la culpa de Florentino y la central lechera.,Not Hope,Not Hope,4171
Que nadie espere una derrota del REAL MADRID en LIGA hasta el próximo 19 de marzo.,Not Hope,Not Hope,4374
el sueño q he tenido con yunho hermano menuda tensión sexual y q puto hot cuando nos hemos comido la boca me he despertado hasta nerviosa q cojones putos aries,Not Hope,Not Hope,5096
#USER# Si colabora con Steve o en realidad existe el remix de fuego yo creo que si,Not Hope,Not Hope,7464
RT #USER# les deseo con todo el amor que les dejen temblando las piernas como a mi,Hope,Unrealistic Hope,557
#USER# espero y deseo de que se vayan las vacas sagradas‼️,Hope,Unrealistic Hope,2172
"Es gracioso porque justo ayer un payaso me dejó un comentario en un vídeo de Jujutsu Kaisen diciendo ""Naruto 2"" Kurama aún en su época de edgelord desearía ser la mitad de hijo de puta que Sukuna, osea no hay comparación",Not Hope,Not Hope,5097
"Feliz cumpleañooooooois #USER# Te deseo Salud, larga vida y un novio guapo. Te quiero mucho y te deseo lo mejor de la vida en compañía de tus hermosos hijos y Thoribio 🎂🎁🪅🎉🥂",Hope,Generalized Hope,4213
"#USER# #USER# #USER# #USER# #USER# Los que defienden a estos delincuentes ""porque son seres humanos"", nunca han sido víctimas de un asalto, una golpiza, o peor aún, de un disparo o una puñalada. El día que les suceda (no lo deseo), ya los quiero ver que sigan pugnando por los ""derechos humanos"" de estos tipos...",Hope,Realistic Hope,8056
"Tengo sueño, batallo para registrar todo lo que hago pero aún así sonrío cuando me acuerdo de ti",Not Hope,Not Hope,8012
#USER# ...si que son estúpidos....bueno creen en el poder de guaicaipuro....que mas se puede esperar...,Not Hope,Not Hope,5487
#USER# Porque como tengamos que esperar a que tú hagas tú trabajo lo tenemos claro,Hope,Generalized Hope,5814
"No es fácil celebrar las Exequias de un familiar. Hay muchas emociones encontradas. Hoy me toca rezar por vos, querido tío José Luis Domingo Miranda. Dios te conceda el lugar de la luz y de la paz. El coro de ángeles te reciba. Paz.",Hope,Generalized Hope,6353
#USER# #USER# sigo esperando que me muestres donde esta la condena! por que siguiendo TU lógica entonces tu eres el que debería decir que los hijos de uribe no hicieron nada (cosa que obviamente no es asi pero es tu lógica no la mía) pero el que tergiversara todo o no responderá eres tu no yo,Not Hope,Not Hope,1798
#USER# Hay que rezar por personas así seguro tienen algún problema. Amén,Not Hope,Not Hope,3348
#USER# Después de que Tae contará que fue a casa de Yoongi lo estoy deseando un montón,Hope,Generalized Hope,968
"#USER# Juan, le deseo lo mejor a tu bebé. Rezo con ustedes por su salud.",Hope,Generalized Hope,5635
La real estoy feliz 🥹 esperé mucho pa’ volver a sentirme así de rico.. words can’t describe.,Hope,Generalized Hope,540
"Va #Bitcoin no te hagas desear y sube a los 22.9/23K de una vez, que se que lo estás deseando. Que nos conocemos. 🤣  Como dije ayer, los 22,650 son claves. 🔑  Una vez rompamos eso creo que podemos subir sin restricciones. In my opinion.   Hasta entonces, a seguir esperando. 🤍",Not Hope,Not Hope,4808
#USER# le rezO todos los días no importa si soy atea,Hope,Generalized Hope,8440
"💥 ""Creo que sí hay Liga. Hace unas semanas sí veía que era muy difícil recuperar puntos para el Real Madrid [...] No me atrevo a hacer vaticinios"".   🔥 #USER# en #PizarraQuintana   🔴 Síguelo en DIRECTO: #URL# #URL#",Not Hope,Not Hope,2164
#USER# parce este video vale su peso en oro mandaselo a victoria eugenia😂😂😂,Hope,Generalized Hope,1025
#USER# #USER# Lo que transmite con sus ojos es real.... El dolor y la esperanza. ES TODO!,Hope,Generalized Hope,3819
"RT #USER# JEON JUNGKOOK SE ESTA DEJANDO CRECER EL CABELLO Y LE QUEDA HERMOSO, LE REZO TODOS LOS DÍAS #URL#",Not Hope,Not Hope,2092
"Rezar por aquel con el que estamos irritados es un hermoso paso en el amor, y es un acto evangelizador. ¡Hagámoslo hoy! ¡No nos dejemos robar el ideal del amor fraterno!",Not Hope,Not Hope,5984
Ayer a las 23.30 horas puse La Sexta y estaban echando Interstellar. Por supuesto que tengo sueño.,Not Hope,Not Hope,3726
"Se vienen dos exámenes potentes la semana que viene, rezar por mi porfavor 🤡",Hope,Generalized Hope,7010
"no estaba al 100%, murió de una sobredosis y por heridas de gravedad. Sus últimos momentos le rezo, a quien sea que lo escuchará, que no lo dejara morir, que no quería morir tan joven pero aún así falleció en un callejón a la luz de un foco. Esta bien porque luego revivió xd",Not Hope,Not Hope,498
Podemos cuestiona los datos de rebajas de penas el día en que el PSOE reforma su ley y pide esperar al Supremo #URL#,Not Hope,Not Hope,1392
"el área de ventanillas salen que es un jefe diferente, es el colmo! #USER# el personal tiene obligación de usarlo y para usuarios es opcional desde hace meses, pero que se puede esperar si se parecen a #USER# que dice una cosa y hacen otra!",Not Hope,Not Hope,6623
Deseando oir la radio de Alonso en algún GP venidero recordándoselo a Pérez. #URL#,Hope,Generalized Hope,3790
"convertirme en parte del olor a podredumbre que envuelve a este lugar. Pero se que viviré si lo hago: Solo tengo que esperar al anochecer para poder encontrar el descansó que tanto ansío. Cuando llegó al final y escuchó el suave sonido de la vida, mi corazón se detiene.",Hope,Unrealistic Hope,8838
#USER# Q nunca s pierda la fe en rezar 😛,Not Hope,Not Hope,207
"La primera dama cornuda de Senegal está muy enfadada con el mandinga que folla con su marido , desde entonces la primera dama se a vuelto una homófoba de cuidado  https://t.co/GolZ0XEXrK",Not Hope,Not Hope,2093
Cuanto te amo Dios. Cuanto te anhelo. Cuanto me das,Hope,Generalized Hope,2037
yo voy a rezar para que no lea los últimos twits,Not Hope,Not Hope,35
"#USER# #USER# Claro que todo sea de ambos  Y si Lina Tejeiro es clasista y nunca se metería con el mingo o mango ese jajaja ni con nadie que no la ponga a vivir, viajar  por el mundo 😏  Pero ¿ cuánto lleva Lina sola ? 🤭 Esperando que ?  A son deque ?  Buscando a quien ?",Not Hope,Not Hope,7382
"quiero vivir en un país donde hayan estaciones, anhelo vivir un otoño",Hope,Realistic Hope,713
"#USER# Ayyyy te jurooooo! Se pasa rapidísimo el tiempo y en cuánto menos lo espere, ya estaré cumpliendo los 15! 😭",Not Hope,Not Hope,8795
"#USER# #USER# Tenía potencial para hacer una carrera digna de top 10 de la historia de este deporte. Se va a quedar lejos. Quería un Balón de Oro y también se va a quedar lejos. Quizas ya no sea lo que más le importa pero de que perdió, perdió.",Not Hope,Not Hope,8686
#USER# rezo por el día que corran al neandertal ese,Hope,Unrealistic Hope,8467
"El Poder Judicial está podrido, es corrupto dominado por los grandes corruptos. Ojalá y por el bien de México en el próximo gobierno se logre un cambio en los jueces magistrados y ministros de la Suprema Corte, no debemos dejar de luchar. #URL#",Not Hope,Not Hope,818
"Buenos días!! Feliz inicio de semana!! Deseando,que sea un día lleno de acontecimientos extraordinarios,para tod@s!!😀🌦️ #URL#",Hope,Generalized Hope,5998
"#USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# #USER# Ojala sea el año para ustedes, lo merecen hace mucho :D",Hope,Generalized Hope,7410
"Comunidad de El Hoyo anuncia bloqueo de la Panamericana Mediante un comunicado a la opinión pública, el Consejo Comunitario Afrodescendiente de la Nueva Esperanza... https://t.co/TRZS3GRwod #URL#",Not Hope,Not Hope,9036
"RT #USER# Pereira es muy chiquita, pero ojalá no me vuelva a encontrar ciertas personas ni por casualidad.",Not Hope,Not Hope,6240
los Hermanos alzaron las dudas pertinentes que fueron respondidas por los miembros que componían la mesa. El Cabildo fue clausurado con el rezo de las preces por parte de Fray Pascual Saturio Medina O.P.,Not Hope,Not Hope,1806
"#USER# creo que los bloques son feísmos, me gustan los stickers del cerdito y el zombie :B  de resto, esta bastante okay. ciertamente si tuviera el dinero los compro",Not Hope,Not Hope,1668
"#USER# como me había quejado en público por éste medio y se solucionó,creo que corresponde por ése motivo...pero obvio que si pagás por un servicio están obligados a brindártelo.-",Not Hope,Not Hope,3364
"#USER# Yo no lo tengo tan claro... Creo q va a ser la noche de EEAO, x desgracia, y el de dirección parece q irá a parar a sus manos",Not Hope,Not Hope,692
#USER# #USER# El estrada ese no dice que iba a hablar? Pues ojalá y revienten a toda la mierda con declaraciones. Algo huele mal dentro,Not Hope,Not Hope,3100
"Yo sé que estaba deseando una gótica medio loca en mi vida, pero el daño físico ya no lo estoy soportando",Not Hope,Not Hope,3002
#USER# nuevamentes ordenes uqe no se cancelan y hay que esperar varios minutos: #URL#,Not Hope,Not Hope,6232
"#USER# Yo creo que nos estamos durmiendo con Noruega, pueden ser la gran sorpresa",Not Hope,Not Hope,687
"#USER# No creo que sea más hpta que lo que ma pasó, busque el cargador por toda la casa entre a los cuartos de mi hermana, mamá y abuelo todos durmiendo, lo busqué por todo mi cuarto una y otra vez y cuando regrese del cuarto de mi hermana ahí estaba, puesto como si nada sobre la cama🤯",Not Hope,Not Hope,203
"#USER# Empezar a rezar o sacrificar 7 vírgenes,  como no reaccionemos ya pinta muy mal",Not Hope,Not Hope,3853
"Por que desearía algo que todas las mujeres se quejan la mayoría del tiempo? Andar toda estresada, apurada y que mi vida gire en torno a alguien mas?",Not Hope,Not Hope,4928
Meten en esa máquina que suena tardaban una eternidad y así y todo esperé tres meses que digo yo que casi se me podía haber curado la ciática Cuando me recibió la traumatóloga ya había pasado por uno privado que me dijo tenía un doble pinzamiento,Not Hope,Not Hope,1935
"Nuestra columna hoy en #USER#  con la esperanza de que no se necesiten 130 años para que las mujeres tengan iguales oportunidades y condiciones para participar en política, sin ser juzgadas x su género sino por el contenido de sus acciones y decisiones #URL#",Hope,Realistic Hope,2991
"#USER# Creo que estamos re mal. Porque la gente va a un mayorista para realizar la compra del mes, tratando de pagar menos. Pobres los negocios minoristas. Si estaríamos bien, esto no pasaría. Se trata de buscar precios para comer más barato.",Not Hope,Not Hope,2741
⸝⸝⠀⠀⠀Me daré un tiempo para saber un poco más de Coco. Me gustará poder incluirme mejor en lo que vas construyendo en su au. Además que me resulta lindo un escenario donde cumple su sueño. #URL#,Not Hope,Not Hope,8954
RT #USER# #USER# #USER# #USER# Qué se puede esperar de esta??,Not Hope,Not Hope,1235
#USER# Ojala pueda ir si no con fe como quiera..,Hope,Realistic Hope,2238
"Reitero, sentir el fuerte anhelo de vivir el amor es normal, no debe haber vergüenza en eso, pero de ahí a dejar que esa deseo pase directamente a convertirse en un hecho así sin más es un error.",Not Hope,Not Hope,4302
Yo solo voy a ir a medellin a ver los paisas ricos y rezar para encontrarme con #USER#,Hope,Generalized Hope,7525
"Salmos 40:1 Pacientemente esperé a Jehová,Y se inclinó a mí, y oyó mi clamor.",Not Hope,Not Hope,8874
#USER# #USER# Ojalá que todo esté bien. Besitos. 😘😘 #URL#,Hope,Generalized Hope,1826
